UNITID,Level of Student,Grand Total,Grand Total Men,Grand Total Women
214704,2,2863,1714,1149
214704,4,37,7,30
214713,1,5567,3237,2330
214713,2,4643,2839,1804
214713,4,924,398,526
214731,1,1467,876,591
214731,2,1467,876,591
214740,1,638,379,259
214740,2,638,379,259
214759,1,684,315,369
214759,2,684,315,369
214768,1,760,373,387
214768,2,760,373,387
214777,1,49935,26932,23003
214777,2,42805,23023,19782
214777,4,7130,3909,3221
214786,1,519,312,207
214786,2,519,312,207
214795,1,924,422,502
214795,2,924,422,502
214801,1,4379,2147,2232
214801,2,4375,2147,2228
214801,4,4,0,4
214810,1,698,286,412
214810,2,698,286,412
214829,1,1080,625,455
214829,2,1050,622,428
214829,4,30,3,27
214883,1,1972,578,1394
214883,2,1849,559,1290
214883,4,123,19,104
214892,1,390,158,232
214892,2,390,158,232
214944,1,645,508,137
214944,2,645,508,137
214971,1,294,85,209
214971,2,206,59,147
214971,4,88,26,62
215008,1,104,102,2
215008,2,104,102,2
215044,1,105,15,90
215044,2,105,15,90
215053,1,253,82,171
215053,2,253,82,171
215062,1,29813,13361,16452
215062,2,14000,6456,7544
215062,4,15813,6905,8908
215105,1,2080,773,1307
215105,2,1786,672,1114
215105,4,294,101,193
215114,1,1576,656,920
215114,2,1104,468,636
215114,4,472,188,284
215123,1,3093,1195,1898
215123,4,3093,1195,1898
215132,1,2422,843,1579
215132,2,1193,435,758
215132,4,1229,408,821
215239,1,23138,8198,14940
215239,2,23138,8198,14940
215266,1,1393,614,779
215266,2,1393,614,779
215275,1,1640,763,877
215275,2,1640,763,877
215284,1,2732,1514,1218
215284,2,2732,1514,1218
215293,1,31667,14617,17050
215293,2,20856,10018,10838
215293,4,10811,4599,6212
215309,1,252,75,177
215309,2,252,75,177
215336,1,57,1,56
215336,2,57,1,56
215381,1,1167,1081,86
215381,2,1167,1081,86
215390,1,261,104,157
215390,2,261,104,157
215415,1,2477,1364,1113
215415,2,2477,1364,1113
215424,1,213,108,105
215424,4,213,108,105
215442,1,4981,2003,2978
215442,2,3734,1500,2234
215442,4,1247,503,744
215479,1,67,10,57
215479,2,67,10,57
215530,1,98,6,92
215530,2,98,6,92
215585,1,5977,2233,3744
215585,2,5977,2233,3744
215594,1,436,84,352
215594,2,436,84,352
215619,1,35,11,24
215619,4,35,11,24
215628,1,114,103,11
215628,4,114,103,11
215637,1,356,146,210
215637,2,356,146,210
215655,1,5514,2977,2537
215655,2,4375,2449,1926
215655,4,1139,528,611
215682,1,633,594,39
215682,2,633,594,39
215691,1,1173,338,835
215691,2,646,231,415
215691,4,527,107,420
215743,1,3670,1274,2396
215743,2,2893,1016,1877
215743,4,777,258,519
215770,1,8805,3642,5163
215770,2,5109,2327,2782
215770,4,3696,1315,2381
215798,1,1989,1079,910
215798,2,1765,979,786
215798,4,224,100,124
215813,1,56,55,1
215813,4,56,55,1
215886,1,78,27,51
215886,2,78,27,51
215929,1,5922,2434,3488
215929,2,3801,1656,2145
215929,4,2121,778,1343
215947,1,3787,1388,2399
215947,2,3259,1229,2030
215947,4,528,159,369
215974,1,409,50,359
215974,2,409,50,359
215983,1,89,9,80
215983,2,89,9,80
215992,1,304,100,204
215992,2,304,100,204
216010,1,7138,3309,3829
216010,2,5872,2849,3023
216010,4,1266,460,806
216038,1,10366,4188,6178
216038,2,8432,3749,4683
216038,4,1934,439,1495
216047,1,305,252,53
216047,2,76,70,6
216047,4,229,182,47
216074,1,120,4,116
216074,2,120,4,116
216083,1,528,227,301
216083,2,528,227,301
216162,1,355,48,307
216162,2,355,48,307
216223,1,84,5,79
216223,2,84,5,79
216278,1,2473,1069,1404
216278,2,2469,1068,1401
216278,4,4,1,3
216287,1,1660,814,846
216287,2,1660,814,846
216296,1,1535,1309,226
216296,2,1535,1309,226
216311,1,125,125,0
216311,2,125,125,0
216339,1,43154,19920,23234
216339,2,31632,14765,16867
216339,4,11522,5155,6367
216348,1,21,17,4
216348,4,21,17,4
216357,1,783,437,346
216357,2,783,437,346
216366,1,8773,2676,6097
216366,2,3980,1090,2890
216366,4,4793,1586,3207
216418,1,215,82,133
216418,2,215,82,133
216427,1,29,28,1
216427,2,29,28,1
216436,1,266,242,24
216436,2,266,242,24
216445,1,218,197,21
216445,2,218,197,21
216454,1,205,187,18
216454,2,205,187,18
216463,1,288,212,76
216463,4,288,212,76
216524,1,1472,734,738
216524,2,1472,734,738
216542,1,792,386,406
216542,2,707,337,370
216542,4,85,49,36
216551,1,346,305,41
216551,2,346,305,41
216579,1,134,2,132
216579,2,134,2,132
216597,1,12719,5982,6737
216597,2,7676,3501,4175
216597,4,5043,2481,2562
216630,1,108,13,95
216630,2,108,13,95
216667,1,1415,716,699
216667,2,1411,714,697
216667,4,4,2,2
216694,1,1884,777,1107
216694,2,1361,582,779
216694,4,523,195,328
216746,1,110,97,13
216746,2,110,97,13
216764,1,19646,7757,11889
216764,2,15952,6574,9378
216764,4,3694,1183,2511
216773,1,130,15,115
216773,2,130,15,115
216782,1,345,33,312
216782,2,345,33,312
216807,1,1366,626,740
216807,2,1264,595,669
216807,4,102,31,71
216816,1,857,586,271
216816,4,857,586,271
216825,1,7243,2678,4565
216825,2,7243,2678,4565
216852,1,7471,2541,4930
216852,2,3546,1494,2052
216852,4,3925,1047,2878
216931,1,6978,2464,4514
216931,2,2747,1440,1307
216931,4,4231,1024,3207
216940,1,258,258,0
216940,2,258,258,0
217013,1,2342,510,1832
217013,2,1210,270,940
217013,4,1132,240,892
217040,1,39,39,0
217040,2,37,37,0
217040,4,2,2,0
217059,1,4823,2196,2627
217059,2,4455,2052,2403
217059,4,368,144,224
217077,1,1379,507,872
217077,2,1379,507,872
217156,1,10760,5097,5663
217156,2,7428,3368,4060
217156,4,3332,1729,1603
217165,1,4098,2465,1633
217165,2,3575,2218,1357
217165,4,523,247,276
217235,1,8227,3293,4934
217235,2,7399,2997,4402
217235,4,828,296,532
217305,1,3609,2317,1292
217305,2,3406,2238,1168
217305,4,203,79,124
217323,1,743,704,39
217323,2,743,704,39
217402,1,5310,2342,2968
217402,2,4604,2052,2552
217402,4,706,290,416
217420,1,9500,2896,6604
217420,2,7998,2569,5429
217420,4,1502,327,1175
217475,1,18917,7850,11067
217475,2,18917,7850,11067
217484,1,20628,8935,11693
217484,2,17179,7515,9664
217484,4,3449,1420,2029
217493,1,2542,842,1700
217493,2,2049,661,1388
217493,4,493,181,312
217518,1,5411,2544,2867
217518,2,5033,2378,2655
217518,4,378,166,212
217536,1,2886,985,1901
217536,2,2059,691,1368
217536,4,827,294,533
217581,1,135,2,133
217581,2,135,2,133
217606,1,392,231,161
217606,2,338,188,150
217606,4,54,43,11
217615,1,3097,1114,1983
217615,2,3097,1114,1983
217624,1,873,473,400
217624,2,803,439,364
217624,4,70,34,36
217633,1,3828,1278,2550
217633,2,3074,945,2129
217633,4,754,333,421
217688,1,4796,1763,3033
217688,2,3942,1446,2496
217688,4,854,317,537
217712,1,3174,1008,2166
217712,2,3174,1008,2166
217721,1,2312,1103,1209
217721,2,2312,1103,1209
217749,1,3455,1611,1844
217749,2,2971,1325,1646
217749,4,484,286,198
217776,1,1815,606,1209
217776,2,1367,533,834
217776,4,448,73,375
217794,1,206,14,192
217794,2,206,14,192
217819,1,12907,4356,8551
217819,2,10756,3890,6866
217819,4,2151,466,1685
217828,1,74,3,71
217828,2,74,3,71
217837,1,1972,653,1319
217837,2,1972,653,1319
217864,1,4458,3401,1057
217864,2,3233,2822,411
217864,4,1225,579,646
217873,1,2383,776,1607
217873,2,2245,731,1514
217873,4,138,45,93
217882,1,28310,14678,13632
217882,2,21504,11248,10256
217882,4,6806,3430,3376
217891,1,249,157,92
217891,2,249,157,92
217907,1,1538,661,877
217907,2,1328,588,740
217907,4,210,73,137
217925,1,1697,861,836
217925,2,715,348,367
217925,4,982,513,469
217934,1,1610,361,1249
217934,2,1457,310,1147
217934,4,153,51,102
217961,1,2847,392,2455
217961,2,901,8,893
217961,4,1946,384,1562
217989,1,842,321,521
217989,2,842,321,521
217998,1,869,541,328
217998,2,622,348,274
217998,4,247,193,54
218025,1,5335,1827,3508
218025,2,5335,1827,3508
218043,1,77,10,67
218043,2,77,10,67
218061,1,4395,1304,3091
218061,2,3836,1214,2622
218061,4,559,90,469
218070,1,3143,1197,1946
218070,2,2828,1152,1676
218070,4,315,45,270
218113,1,14730,5906,8824
218113,2,14730,5906,8824
218140,1,8785,3147,5638
218140,2,8785,3147,5638
218159,1,182,8,174
218159,2,182,8,174
218195,1,194,11,183
218195,2,194,11,183
218229,1,3284,1031,2253
218229,2,3135,1007,2128
218229,4,149,24,125
218238,1,2758,1194,1564
218238,2,2662,1149,1513
218238,4,96,45,51
218335,1,3402,1242,2160
218335,2,418,64,354
218335,4,2984,1178,1806
218353,1,13163,5104,8059
218353,2,13163,5104,8059
218399,1,795,324,471
218399,2,795,324,471
218414,1,1268,720,548
218414,2,1268,720,548
218441,1,3000,1400,1600
218441,2,2571,1219,1352
218441,4,429,181,248
218487,1,3385,1162,2223
218487,2,3385,1162,2223
218520,1,6133,2130,4003
218520,2,6133,2130,4003
218539,1,1422,644,778
218539,2,1160,576,584
218539,4,262,68,194
218645,1,4376,1478,2898
218645,2,3673,1271,2402
218645,4,703,207,496
218654,1,2375,772,1603
218654,2,2375,772,1603
218663,1,37510,16732,20778
218663,2,28022,13089,14933
218663,4,9488,3643,5845
218672,1,2107,811,1296
218672,2,2107,811,1296
218681,1,1120,409,711
218681,2,1120,409,711
218690,1,1379,645,734
218690,2,1379,645,734
218706,1,1445,585,860
218706,2,1445,585,860
218724,1,11982,5344,6638
218724,2,10719,4994,5725
218724,4,1263,350,913
218733,1,3283,1472,1811
218733,2,2655,1325,1330
218733,4,628,147,481
218742,1,7249,2401,4848
218742,2,6785,2338,4447
218742,4,464,63,401
218751,1,490,249,241
218751,4,490,249,241
218821,1,920,454,466
218821,2,920,454,466
218830,1,6244,2562,3682
218830,2,6244,2562,3682
218858,1,4698,1488,3210
218858,2,4698,1488,3210
218867,1,37,2,35
218867,2,37,2,35
218885,1,7722,3644,4078
218885,2,7722,3644,4078
218894,1,17167,6728,10439
218894,2,17167,6728,10439
218919,1,528,242,286
218919,2,528,242,286
218955,1,1016,392,624
218955,2,1016,392,624
218964,1,6801,1970,4831
218964,2,5422,1661,3761
218964,4,1379,309,1070
218973,1,1712,808,904
218973,2,1712,808,904
218991,1,5819,2401,3418
218991,2,5819,2401,3418
219000,1,2282,787,1495
219000,2,1866,699,1167
219000,4,416,88,328
219037,1,102,1,101
219037,2,102,1,101
219046,1,5768,2063,3705
219046,2,5185,1908,3277
219046,4,583,155,428
219082,1,5315,2972,2343
219082,2,4330,2408,1922
219082,4,985,564,421
219091,1,1065,456,609
219091,2,958,395,563
219091,4,107,61,46
219125,1,123,4,119
219125,2,123,4,119
219143,1,2623,1346,1277
219143,2,2623,1346,1277
219170,1,32,8,24
219170,2,32,8,24
219189,1,1449,912,537
219189,2,1449,912,537
219198,1,1763,738,1025
219198,2,1433,638,795
219198,4,330,100,230
219204,1,3905,1374,2531
219204,2,3680,1198,2482
219204,4,225,176,49
219213,1,166,27,139
219213,2,166,27,139
219240,1,448,301,147
219240,4,448,301,147
219259,1,4770,1838,2932
219259,2,4143,1691,2452
219259,4,627,147,480
219277,1,1818,605,1213
219277,2,1769,584,1185
219277,4,49,21,28
219295,1,806,264,542
219295,2,790,264,526
219295,4,16,0,16
219338,1,15,1,14
219338,2,15,1,14
219347,1,3076,2274,802
219347,2,2652,1960,692
219347,4,424,314,110
219356,1,14785,6642,8143
219356,2,12718,5782,6936
219356,4,2067,860,1207
219374,1,896,276,620
219374,2,745,232,513
219374,4,151,44,107
219383,1,1956,748,1208
219383,2,1542,570,972
219383,4,414,178,236
219392,1,23,5,18
219392,2,23,5,18
219408,1,267,102,165
219408,2,267,102,165
219426,1,2995,1334,1661
219426,2,2995,1334,1661
219453,1,185,3,182
219453,2,185,3,182
219471,1,12904,4783,8121
219471,2,9117,3390,5727
219471,4,3787,1393,2394
219480,1,1581,677,904
219480,2,1581,677,904
219505,1,133,89,44
219505,2,133,89,44
219587,1,89,2,87
219587,2,89,2,87
219596,1,750,478,272
219596,2,750,478,272
219602,1,12707,5171,7536
219602,2,11373,4740,6633
219602,4,1334,431,903
219639,1,1236,130,1106
219639,2,1216,128,1088
219639,4,20,2,18
219709,1,8733,3089,5644
219709,2,6991,2481,4510
219709,4,1742,608,1134
219718,1,6523,2713,3810
219718,2,5339,2298,3041
219718,4,1184,415,769
219790,1,1667,751,916
219790,2,1426,648,778
219790,4,241,103,138
219806,1,3126,1143,1983
219806,2,1985,810,1175
219806,4,1141,333,808
219824,1,10630,4154,6476
219824,2,10630,4154,6476
219833,1,2330,1089,1241
219833,2,1855,899,956
219833,4,475,190,285
219842,1,677,462,215
219842,2,300,217,83
219842,4,377,245,132
219851,1,137,4,133
219851,2,137,4,133
219879,1,4284,1833,2451
219879,2,4284,1833,2451
219888,1,8199,3290,4909
219888,2,8199,3290,4909
219903,1,2407,232,2175
219903,2,2407,232,2175
219921,1,396,261,135
219921,2,396,261,135
219949,1,2813,1232,1581
219949,2,2321,1035,1286
219949,4,492,197,295
219976,1,5980,2232,3748
219976,2,3622,1435,2187
219976,4,2358,797,1561
219994,1,1200,717,483
219994,2,1200,717,483
220002,1,234,56,178
220002,2,234,56,178
220057,1,3746,1187,2559
220057,2,3746,1187,2559
220075,1,16350,6533,9817
220075,2,12829,5405,7424
220075,4,3521,1128,2393
220118,1,503,47,456
220118,2,503,47,456
220127,1,780,367,413
220127,2,780,367,413
220163,1,59,4,55
220163,2,59,4,55
220181,1,800,245,555
220181,2,761,234,527
220181,4,39,11,28
220206,1,441,206,235
220206,2,403,173,230
220206,4,38,33,5
220215,1,2347,926,1421
220215,2,1651,698,953
220215,4,696,228,468
220251,1,726,420,306
220251,2,726,420,306
220279,1,950,573,377
220279,2,950,573,377
220321,1,916,528,388
220321,2,916,528,388
220394,1,328,172,156
220394,2,328,172,156
220400,1,6590,2281,4309
220400,2,6590,2281,4309
220464,1,196,89,107
220464,2,196,89,107
220473,1,1379,729,650
220473,2,943,502,441
220473,4,436,227,209
220491,1,358,10,348
220491,2,358,10,348
220516,1,2771,961,1810
220516,2,2204,797,1407
220516,4,567,164,403
220552,1,4893,1046,3847
220552,2,4009,741,3268
220552,4,884,305,579
220598,1,1325,703,622
220598,2,1325,703,622
220604,1,1004,314,690
220604,2,1004,314,690
220613,1,5985,2386,3599
220613,2,5363,2110,3253
220613,4,622,276,346
220631,1,5587,1928,3659
220631,2,2177,613,1564
220631,4,3410,1315,2095
220640,1,1293,755,538
220640,2,1293,755,538
220701,1,985,378,607
220701,2,966,367,599
220701,4,19,11,8
220710,1,1226,543,683
220710,2,1226,543,683
220756,1,297,242,55
220756,2,297,242,55
220765,1,436,97,339
220765,2,436,97,339
220792,1,848,366,482
220792,4,848,366,482
220808,1,125,43,82
220808,2,114,38,76
220808,4,11,5,6
220853,1,1975,1287,688
220853,2,1975,1287,688
220862,1,24603,9951,14652
220862,2,19628,8023,11605
220862,4,4975,1928,3047
220871,1,254,151,103
220871,4,254,151,103
220978,1,25239,11398,13841
220978,2,22234,10272,11962
220978,4,3005,1126,1879
220996,1,336,159,177
220996,4,336,159,177
221050,1,1380,997,383
221050,2,1380,997,383
221096,1,8577,3321,5256
221096,2,8577,3321,5256
221102,1,962,626,336
221102,2,962,626,336
221148,1,2239,2135,104
221148,2,2239,2135,104
221157,1,90,6,84
221157,2,90,6,84
221184,1,11161,4453,6708
221184,2,11161,4453,6708
221236,1,662,460,202
221236,2,662,460,202
221281,1,529,221,308
221281,2,529,221,308
221333,1,1020,735,285
221333,2,1020,735,285
221351,1,2120,915,1205
221351,2,2086,899,1187
221351,4,34,16,18
221388,1,369,148,221
221388,2,369,148,221
221397,1,7178,2390,4788
221397,2,7178,2390,4788
221430,1,636,498,138
221430,2,636,498,138
221485,1,13176,4799,8377
221485,2,13176,4799,8377
221494,1,864,590,274
221494,2,864,590,274
221519,1,2004,982,1022
221519,2,1815,879,936
221519,4,189,103,86
221582,1,484,322,162
221582,2,484,322,162
221591,1,770,483,287
221591,2,770,483,287
221607,1,455,261,194
221607,2,455,261,194
221616,1,1152,743,409
221616,2,1152,743,409
221625,1,1762,978,784
221625,2,1762,978,784
221634,1,365,207,158
221634,2,365,207,158
221643,1,15089,6972,8117
221643,2,15089,6972,8117
221661,1,3236,1257,1979
221661,2,2740,1148,1592
221661,4,496,109,387
221670,1,534,187,347
221670,4,534,187,347
221731,1,1108,400,708
221731,2,1071,389,682
221731,4,37,11,26
221740,1,12718,5587,7131
221740,2,11038,4880,6158
221740,4,1680,707,973
221759,1,31477,15307,16170
221759,2,24447,12051,12396
221759,4,7030,3256,3774
221768,1,8264,3257,5007
221768,2,7744,3100,4644
221768,4,520,157,363
221829,1,362,10,352
221829,2,362,10,352
221838,1,8723,3216,5507
221838,2,6761,2564,4197
221838,4,1962,652,1310
221847,1,11154,5955,5199
221847,2,9742,5339,4403
221847,4,1412,616,796
221892,1,5017,1670,3347
221892,2,2764,1048,1716
221892,4,2253,622,1631
221908,1,7465,3506,3959
221908,2,7465,3506,3959
221953,1,2200,951,1249
221953,2,1709,799,910
221953,4,491,152,339
221971,1,3718,1206,2512
221971,2,2400,793,1607
221971,4,1318,413,905
221999,1,13634,6012,7622
221999,2,6974,3402,3572
221999,4,6660,2610,4050
222053,1,11772,4631,7141
222053,2,11772,4631,7141
222062,1,7739,2910,4829
222062,2,7739,2910,4829
222105,1,498,472,26
222105,2,498,472,26
222178,1,5864,2191,3673
222178,2,3594,1461,2133
222178,4,2270,730,1540
222567,1,8115,3404,4711
222567,2,8115,3404,4711
222576,1,12510,4546,7964
222576,2,12510,4546,7964
222628,1,2050,711,1339
222628,2,359,130,229
222628,4,1691,581,1110
222822,1,6382,2298,4084
222822,2,6382,2298,4084
222831,1,11737,4819,6918
222831,2,9384,4060,5324
222831,4,2353,759,1594
222877,1,184,114,70
222877,2,174,105,69
222877,4,10,9,1
222886,1,390,30,360
222886,2,390,30,360
222938,1,1294,652,642
222938,2,1294,652,642
222983,1,1317,649,668
222983,2,1278,637,641
222983,4,39,12,27
222992,1,58856,25410,33446
222992,2,58856,25410,33446
223001,1,168,76,92
223001,4,168,76,92
223056,1,106,8,98
223056,2,106,8,98
223083,1,1039,179,860
223083,2,1034,179,855
223083,4,5,0,5
223117,1,178,152,26
223117,2,85,77,8
223117,4,93,75,18
223223,1,1648,744,904
223223,4,1648,744,904
223232,1,18956,8115,10841
223232,2,14751,5975,8776
223232,4,4205,2140,2065
223320,1,6472,2503,3969
223320,2,6472,2503,3969
223427,1,28151,13219,14932
223427,2,28151,13219,14932
223463,1,1237,372,865
223463,2,1237,372,865
223472,1,370,29,341
223472,2,370,29,341
223506,1,6278,3051,3227
223506,2,6278,3051,3227
223524,1,25659,10360,15299
223524,2,25659,10360,15299
223773,1,16540,6301,10239
223773,2,16540,6301,10239
223816,1,28248,13884,14364
223816,2,28248,13884,14364
223852,1,39,0,39
223852,2,39,0,39
223898,1,4763,1775,2988
223898,2,4763,1775,2988
223922,1,3775,2015,1760
223922,2,3775,2015,1760
224004,1,3038,986,2052
224004,2,2066,674,1392
224004,4,972,312,660
224110,1,15133,6438,8695
224110,2,15133,6438,8695
224147,1,14249,5646,8603
224147,2,11151,4474,6677
224147,4,3098,1172,1926
224156,1,509,27,482
224156,2,509,27,482
224226,1,5788,2306,3482
224226,2,3541,1493,2048
224226,4,2247,813,1434
224244,1,238,140,98
224244,2,238,140,98
224271,1,366,141,225
224271,2,366,141,225
224305,1,2912,1800,1112
224305,4,2912,1800,1112
224323,1,2851,1485,1366
224323,2,1568,749,819
224323,4,1283,736,547
224350,1,16264,6817,9447
224350,2,16264,6817,9447
224527,1,1717,772,945
224527,2,1540,690,850
224527,4,177,82,95
224545,1,2515,969,1546
224545,2,2006,788,1218
224545,4,509,181,328
224554,1,14618,5592,9026
224554,2,9293,3733,5560
224554,4,5325,1859,3466
224572,1,28791,11504,17287
224572,2,28791,11504,17287
224615,1,20508,6878,13630
224615,2,20508,6878,13630
224642,1,38292,16371,21921
224642,2,38292,16371,21921
224660,1,744,459,285
224660,2,744,459,285
224679,1,1751,1496,255
224679,2,1751,1496,255
224712,1,124,44,80
224712,4,124,44,80
224758,1,57,0,57
224758,2,57,0,57
224776,1,853,406,447
224776,2,846,405,441
224776,4,7,1,6
224828,1,116,2,114
224828,2,116,2,114
224891,1,1789,790,999
224891,2,1789,790,999
224961,1,3396,1331,2065
224961,2,3396,1331,2065
225070,1,5522,2149,3373
225070,2,5522,2149,3373
225201,1,1166,786,380
225201,2,1135,766,369
225201,4,31,20,11
225247,1,2555,1221,1334
225247,2,1850,872,978
225247,4,705,349,356
225308,1,9896,4373,5523
225308,2,9896,4373,5523
225371,1,7013,2823,4190
225371,2,7013,2823,4190
225399,1,4374,1402,2972
225399,2,2841,1000,1841
225399,4,1533,402,1131
225414,1,10992,4084,6908
225414,2,7737,2893,4844
225414,4,3255,1191,2064
225423,1,81570,33368,48202
225423,2,81570,33368,48202
225432,1,17682,7034,10648
225432,2,15482,6123,9359
225432,4,2200,911,1289
225502,1,5465,1894,3571
225502,2,3934,1386,2548
225502,4,1531,508,1023
225511,1,51999,25696,26303
225511,2,42723,21305,21418
225511,4,9276,4391,4885
225520,1,5535,2103,3432
225520,2,5535,2103,3432
225548,1,1343,716,627
225548,2,1218,632,586
225548,4,125,84,41
225575,1,1138,431,707
225575,2,1135,430,705
225575,4,3,1,2
225627,1,10950,4632,6318
225627,2,7378,3029,4349
225627,4,3572,1603,1969
225779,1,20,9,11
225779,2,20,9,11
225788,1,139,44,95
225788,2,139,44,95
225876,1,1229,535,694
225876,2,1229,535,694
225885,1,1110,492,618
225885,2,1110,492,618
225991,1,138,76,62
225991,2,138,76,62
226019,1,7108,2868,4240
226019,2,7108,2868,4240
226091,1,19727,6798,12929
226091,2,10849,4449,6400
226091,4,8878,2349,6529
226107,1,3003,939,2064
226107,2,3003,939,2064
226116,1,3050,1153,1897
226116,2,3050,1153,1897
226125,1,169,11,158
226125,2,169,11,158
226134,1,13381,5858,7523
226134,2,13381,5858,7523
226152,1,9511,3706,5805
226152,2,8158,3252,4906
226152,4,1353,454,899
226204,1,10799,5900,4899
226204,2,10799,5900,4899
226231,1,4624,2144,2480
226231,2,4038,2022,2016
226231,4,586,122,464
226277,1,1379,1320,59
226277,2,1379,1320,59
226383,1,2084,725,1359
226383,2,1619,647,972
226383,4,465,78,387
226408,1,5932,2389,3543
226408,2,5932,2389,3543
226471,1,4198,1480,2718
226471,2,3617,1267,2350
226471,4,581,213,368
226578,1,13980,4679,9301
226578,2,13980,4679,9301
226587,1,1339,676,663
226587,2,1335,674,661
226587,4,4,2,2
226675,1,434,62,372
226675,2,434,62,372
226806,1,9248,3702,5546
226806,2,9248,3702,5546
226833,1,7039,2684,4355
226833,2,6140,2409,3731
226833,4,899,275,624
226860,1,58,7,51
226860,2,58,7,51
226879,1,214,37,177
226879,2,214,37,177
226903,1,1642,870,772
226903,2,1642,870,772
226930,1,19574,7894,11680
226930,2,19574,7894,11680
227058,1,240,3,237
227058,2,240,3,237
227146,1,11869,4709,7160
227146,2,11869,4709,7160
227155,1,51,4,47
227155,2,51,4,47
227182,1,109742,44175,65567
227182,2,109742,44175,65567
227191,1,20295,8615,11680
227191,2,20295,8615,11680
227216,1,43963,20260,23703
227216,2,35111,16863,18248
227216,4,8852,3397,5455
227225,1,4575,1736,2839
227225,2,4575,1736,2839
227289,1,196,143,53
227289,4,196,143,53
227298,1,303,281,22
227298,2,303,281,22
227304,1,9163,3607,5556
227304,2,9163,3607,5556
227313,1,418,9,409
227313,2,418,9,409
227322,1,491,13,478
227322,2,491,13,478
227331,1,3777,921,2856
227331,2,1499,489,1010
227331,4,2278,432,1846
227368,1,33766,14251,19515
227368,2,28355,12261,16094
227368,4,5411,1990,3421
227377,1,9761,4286,5475
227377,2,9761,4286,5475
227386,1,3485,1091,2394
227386,2,3485,1091,2394
227401,1,7204,2722,4482
227401,2,7204,2722,4482
227429,1,774,340,434
227429,2,774,340,434
227526,1,10565,3852,6713
227526,2,9260,3386,5874
227526,4,1305,466,839
227687,1,3537,1595,1942
227687,2,3537,1595,1942
227748,1,440,405,35
227748,2,440,405,35
227757,1,7542,4326,3216
227757,2,4145,2183,1962
227757,4,3397,2143,1254
227766,1,36097,15968,20129
227766,2,36097,15968,20129
227845,1,4682,1747,2935
227845,2,3985,1520,2465
227845,4,697,227,470
227854,1,20890,8749,12141
227854,2,20890,8749,12141
227863,1,3890,1400,2490
227863,2,2172,848,1324
227863,4,1718,552,1166
227881,1,23705,8822,14883
227881,2,20397,7789,12608
227881,4,3308,1033,2275
227924,1,29795,11847,17948
227924,2,29795,11847,17948
227979,1,42820,17640,25180
227979,2,42820,17640,25180
228042,1,1807,687,1120
228042,2,1610,619,991
228042,4,197,68,129
228088,1,36,5,31
228088,2,36,5,31
228149,1,3899,1775,2124
228149,2,2493,1127,1366
228149,4,1406,648,758
228158,1,12332,5155,7177
228158,2,12332,5155,7177
228185,1,66,55,11
228185,2,66,55,11
228194,1,998,490,508
228194,4,998,490,508
228200,1,751,343,408
228200,2,751,343,408
228219,1,713,147,566
228219,2,713,147,566
228246,1,12825,6627,6198
228246,2,6947,3558,3389
228246,4,5878,3069,2809
228282,1,128,8,120
228282,2,128,8,120
228316,1,8612,3498,5114
228316,2,8612,3498,5114
228325,1,2558,1206,1352
228325,2,2038,960,1078
228325,4,520,246,274
228343,1,1480,662,818
228343,2,1480,662,818
228431,1,14948,5316,9632
228431,2,12638,4655,7983
228431,4,2310,661,1649
228459,1,42780,17812,24968
228459,2,37378,15913,21465
228459,4,5402,1899,3503
228468,1,918,372,546
228468,2,860,351,509
228468,4,58,21,37
228486,1,104,53,51
228486,2,104,53,51
228501,1,2755,1133,1622
228501,2,2142,894,1248
228501,4,613,239,374
228529,1,15191,5794,9397
228529,2,12758,4954,7804
228529,4,2433,840,1593
228547,1,76163,31229,44934
228547,2,76163,31229,44934
228608,1,6808,2289,4519
228608,2,6808,2289,4519
228635,1,2514,1190,1324
228635,4,2514,1190,1324
228644,1,3881,1546,2335
228644,2,1234,483,751
228644,4,2647,1063,1584
228653,1,4054,1169,2885
228653,2,1044,179,865
228653,4,3010,990,2020
228699,1,5615,2108,3507
228699,2,5615,2108,3507
228705,1,9764,4979,4785
228705,2,7821,3933,3888
228705,4,1943,1046,897
228723,1,73267,38827,34440
228723,2,56527,29758,26769
228723,4,16740,9069,7671
228769,1,60035,21084,38951
228769,2,42763,15492,27271
228769,4,17272,5592,11680
228778,1,55128,26124,29004
228778,2,43132,19976,23156
228778,4,11996,6148,5848
228787,1,31419,17768,13651
228787,2,21317,12080,9237
228787,4,10102,5688,4414
228796,1,29881,13641,16240
228796,2,25072,11612,13460
228796,4,4809,2029,2780
228802,1,12024,4835,7189
228802,2,8513,3708,4805
228802,4,3511,1127,2384
228866,1,323,157,166
228866,4,323,157,166
228875,1,11499,4797,6702
228875,2,9780,4057,5723
228875,4,1719,740,979
228884,1,1278,710,568
228884,2,1278,710,568
228909,1,2420,971,1449
228909,4,2420,971,1449
228981,1,1550,755,795
228981,2,1514,736,778
228981,4,36,19,17
229018,1,8165,3344,4821
229018,2,6046,2509,3537
229018,4,2119,835,1284
229027,1,35755,17601,18154
229027,2,30742,15422,15320
229027,4,5013,2179,2834
229063,1,10979,4643,6336
229063,2,8651,3737,4914
229063,4,2328,906,1422
229115,1,41153,21257,19896
229115,2,33618,17858,15760
229115,4,7535,3399,4136
229160,1,3019,1289,1730
229160,2,2020,957,1063
229160,4,999,332,667
229179,1,19075,2309,16766
