UNITID,Level of Student,Grand Total,Grand Total Men,Grand Total Women
476975,4,6617,2420,4197
476984,1,289,17,272
476984,2,289,17,272
476993,1,341,3,338
476993,2,341,3,338
477002,1,79,0,79
477002,2,79,0,79
477039,1,1469,216,1253
477039,2,1374,199,1175
477039,4,95,17,78
477950,1,111,20,91
477950,2,111,20,91
477996,1,76,13,63
477996,2,76,13,63
478014,1,221,67,154
478014,2,221,67,154
478582,1,191,5,186
478582,2,191,5,186
478591,1,248,13,235
478591,2,248,13,235
478616,1,186,7,179
478616,2,186,7,179
478634,1,362,201,161
478634,2,362,201,161
478661,1,218,52,166
478661,2,218,52,166
478917,1,71,2,69
478917,2,71,2,69
478953,1,250,13,237
478953,2,250,13,237
479062,1,91,89,2
479062,2,91,89,2
479248,1,326,100,226
479248,2,326,100,226
479424,1,573,74,499
479424,2,573,74,499
479956,1,19841,10107,9734
479956,2,11255,5637,5618
479956,4,8586,4470,4116
479965,1,314,103,211
479965,2,314,103,211
479974,1,160,54,106
479974,2,160,54,106
479983,1,94,10,84
479983,2,94,10,84
479992,1,85,80,5
479992,2,85,80,5
480000,1,84,56,28
480000,2,84,56,28
480019,1,1219,1146,73
480019,2,1219,1146,73
480028,1,293,227,66
480028,2,293,227,66
480037,1,3419,2760,659
480037,2,3419,2760,659
480073,1,623,146,477
480073,2,564,131,433
480073,4,59,15,44
480082,1,181,36,145
480082,2,135,26,109
480082,4,46,10,36
480091,1,11580,1472,10108
480091,2,11580,1472,10108
480125,1,544,24,520
480125,2,544,24,520
480161,1,25,1,24
480161,2,25,1,24
480170,1,192,13,179
480170,2,192,13,179
480189,1,725,271,454
480189,2,725,271,454
480198,1,696,211,485
480198,2,579,175,404
480198,4,117,36,81
480204,1,718,132,586
480204,2,718,132,586
480301,1,75,21,54
480301,4,75,21,54
480310,1,189,8,181
480310,2,189,8,181
480347,1,100,9,91
480347,2,100,9,91
480471,1,1049,309,740
480471,2,1049,309,740
480499,1,70,44,26
480499,2,25,15,10
480499,4,45,29,16
480523,1,179,8,171
480523,2,179,8,171
480532,1,148,6,142
480532,2,148,6,142
480550,1,163,16,147
480550,2,163,16,147
480569,1,3904,1753,2151
480569,2,2566,1055,1511
480569,4,1338,698,640
480657,1,985,129,856
480657,2,984,129,855
480657,4,1,0,1
480693,1,225,56,169
480693,2,225,56,169
480727,1,60,58,2
480727,2,60,58,2
480736,1,191,102,89
480736,2,191,102,89
480781,1,282,186,96
480781,2,92,61,31
480781,4,190,125,65
480790,1,955,553,402
480790,4,955,553,402
480824,1,386,33,353
480824,2,386,33,353
480833,1,953,73,880
480833,2,953,73,880
480842,1,42,11,31
480842,2,42,11,31
480851,1,94,53,41
480851,2,94,53,41
480879,1,68,6,62
480879,2,68,6,62
480888,1,447,159,288
480888,2,447,159,288
480903,1,1038,967,71
480903,2,1038,967,71
480912,1,17,7,10
480912,2,17,7,10
480921,1,86,72,14
480921,2,86,72,14
480930,1,203,10,193
480930,2,203,10,193
480967,1,275,120,155
480967,2,275,120,155
480976,1,85,5,80
480976,2,85,5,80
480985,1,341,3,338
480985,2,335,3,332
480985,4,6,0,6
480994,1,82,1,81
480994,2,82,1,81
481003,1,352,301,51
481003,2,352,301,51
481021,1,54,35,19
481021,2,54,35,19
481030,1,39,14,25
481030,4,39,14,25
481049,1,56,9,47
481049,2,56,9,47
481058,1,253,123,130
481058,2,85,37,48
481058,4,168,86,82
481085,1,335,42,293
481085,2,335,42,293
481094,1,178,21,157
481094,4,178,21,157
481100,1,188,61,127
481100,2,188,61,127
481128,1,171,14,157
481128,2,171,14,157
481137,1,80,45,35
481137,2,80,45,35
481146,1,372,15,357
481146,2,372,15,357
481155,1,458,164,294
481155,2,458,164,294
481182,1,34,5,29
481182,2,34,5,29
481191,1,350,105,245
481191,2,350,105,245
481207,1,240,58,182
481207,2,240,58,182
481225,1,32,16,16
481225,2,32,16,16
481243,1,269,1,268
481243,2,269,1,268
481252,1,103,13,90
481252,2,103,13,90
481289,1,159,29,130
481289,2,159,29,130
481298,1,91,3,88
481298,2,91,3,88
481313,1,151,5,146
481313,2,151,5,146
481322,1,23,1,22
481322,2,23,1,22
481331,1,213,171,42
481331,2,213,171,42
481340,1,96,3,93
481340,2,96,3,93
481368,1,84,4,80
481368,2,84,4,80
481386,1,272,31,241
481386,2,272,31,241
481401,1,796,557,239
481401,2,301,215,86
481401,4,495,342,153
481410,1,98,98,0
481410,2,98,98,0
481429,1,249,29,220
481429,2,249,29,220
481438,1,80,80,0
481438,2,80,80,0
481447,1,58,7,51
481447,2,58,7,51
481456,1,42,9,33
481456,2,42,9,33
481465,1,128,4,124
481465,2,128,4,124
481474,1,186,2,184
481474,2,186,2,184
481483,1,429,21,408
481483,2,429,21,408
481508,1,192,15,177
481508,2,192,15,177
481517,1,150,6,144
481517,2,150,6,144
481526,1,221,2,219
481526,2,221,2,219
481544,1,58,34,24
481544,2,58,34,24
481571,1,9,0,9
481571,2,9,0,9
481678,1,143,4,139
481678,2,143,4,139
481720,1,129,23,106
481720,2,95,19,76
481720,4,34,4,30
481739,1,120,1,119
481739,2,120,1,119
481748,1,216,4,212
481748,2,216,4,212
481845,1,108,4,104
481845,2,108,4,104
481863,1,160,5,155
481863,2,160,5,155
481890,1,126,5,121
481890,2,126,5,121
481906,1,220,19,201
481906,2,220,19,201
481960,1,210,132,78
481960,2,210,132,78
482015,1,1167,662,505
482015,2,1167,662,505
482060,1,504,57,447
482060,2,504,57,447
482097,1,779,465,314
482097,2,779,465,314
482149,1,9575,3424,6151
482149,2,6206,2210,3996
482149,4,3369,1214,2155
482158,1,9654,4077,5577
482158,2,9367,3924,5443
482158,4,287,153,134
482167,1,289,2,287
482167,2,289,2,287
482176,1,289,20,269
482176,2,289,20,269
482185,1,155,98,57
482185,2,155,98,57
482194,1,128,36,92
482194,2,128,36,92
482200,1,118,26,92
482200,2,118,26,92
482228,1,289,189,100
482228,2,225,141,84
482228,4,64,48,16
482246,1,42,39,3
482246,2,42,39,3
482255,1,564,520,44
482255,2,564,520,44
482291,1,1558,670,888
482291,2,1558,670,888
482325,1,129,29,100
482325,2,129,29,100
482334,1,12,6,6
482334,2,12,6,6
482370,1,395,54,341
482370,2,395,54,341
482413,1,2283,1302,981
482413,2,1509,912,597
482413,4,774,390,384
482422,1,714,455,259
482422,2,557,378,179
482422,4,157,77,80
482431,1,3840,2331,1509
482431,2,3071,1928,1143
482431,4,769,403,366
482440,1,262,111,151
482440,2,247,105,142
482440,4,15,6,9
482459,1,1258,597,661
482459,2,944,458,486
482459,4,314,139,175
482468,1,1800,786,1014
482468,2,1408,627,781
482468,4,392,159,233
482477,1,28479,10490,17989
482477,2,21875,7851,14024
482477,4,6604,2639,3965
482486,1,90,33,57
482486,2,69,25,44
482486,4,21,8,13
482538,1,175,112,63
482538,2,148,105,43
482538,4,27,7,20
482547,1,187,118,69
482547,2,144,98,46
482547,4,43,20,23
482556,1,553,380,173
482556,2,475,346,129
482556,4,78,34,44
482565,1,190,75,115
482565,2,115,54,61
482565,4,75,21,54
482574,1,1117,625,492
482574,2,946,541,405
482574,4,171,84,87
482608,1,438,205,233
482608,2,288,150,138
482608,4,150,55,95
482617,1,86,49,37
482617,2,60,40,20
482617,4,26,9,17
482635,1,933,557,376
482635,2,699,435,264
482635,4,234,122,112
482653,1,546,295,251
482653,2,289,169,120
482653,4,257,126,131
482680,1,23032,9966,13066
482680,2,22212,9692,12520
482680,4,820,274,546
482699,1,3226,1110,2116
482699,2,3226,1110,2116
482705,1,15183,6635,8548
482705,2,5057,2285,2772
482705,4,10126,4350,5776
482936,1,1487,1283,204
482936,2,1452,1255,197
482936,4,35,28,7
482963,1,534,68,466
482963,2,534,68,466
482972,1,150,19,131
482972,2,150,19,131
482981,1,245,199,46
482981,2,245,199,46
482990,1,485,59,426
482990,2,485,59,426
483009,1,195,30,165
483009,2,195,30,165
483018,1,115,43,72
483018,2,115,43,72
483036,1,3190,1291,1899
483036,2,2475,1024,1451
483036,4,715,267,448
483045,1,12157,4494,7663
483045,2,12157,4494,7663
483054,1,134,111,23
483054,2,134,111,23
483106,1,235,26,209
483106,2,235,26,209
483124,1,58961,23095,35866
483124,2,46027,18848,27179
483124,4,12934,4247,8687
483212,1,5616,2223,3393
483212,2,5616,2223,3393
483230,1,267,260,7
483230,2,267,260,7
483258,1,66,59,7
483258,2,66,59,7
483276,1,72,62,10
483276,2,72,62,10
483328,1,210,28,182
483328,2,210,28,182
483337,1,254,13,241
483337,2,254,13,241
483346,1,64,9,55
483346,2,64,9,55
483355,1,344,14,330
483355,2,344,14,330
483364,1,230,7,223
483364,2,230,7,223
483373,1,70,0,70
483373,2,70,0,70
483382,1,374,371,3
483382,2,374,371,3
483425,1,69,1,68
483425,2,69,1,68
483443,1,1010,848,162
483443,2,1010,848,162
483470,1,113,9,104
483470,2,113,9,104
483504,1,906,271,635
483504,2,906,271,635
483513,1,89,46,43
483513,2,89,46,43
483559,1,144,8,136
483559,2,144,8,136
483577,1,48,2,46
483577,2,48,2,46
483586,1,15,6,9
483586,2,4,2,2
483586,4,11,4,7
483595,1,650,208,442
483595,2,243,97,146
483595,4,407,111,296
483638,1,179,19,160
483638,2,179,19,160
483647,1,65,0,65
483647,2,65,0,65
483665,1,45,2,43
483665,2,45,2,43
483708,1,649,97,552
483708,2,649,97,552
483717,1,43,2,41
483717,2,43,2,41
483726,1,56,1,55
483726,2,56,1,55
483735,1,57,1,56
483735,2,57,1,56
483744,1,101,86,15
483744,2,101,86,15
483753,1,51,47,4
483753,2,51,47,4
483780,1,467,296,171
483780,2,116,72,44
483780,4,351,224,127
483799,1,53,14,39
483799,2,53,14,39
483814,1,562,68,494
483814,2,562,68,494
483823,1,855,745,110
483823,2,855,745,110
483841,1,238,17,221
483841,2,238,17,221
483850,1,27,9,18
483850,2,27,9,18
483869,1,125,12,113
483869,2,125,12,113
483878,1,252,39,213
483878,2,252,39,213
483887,1,85,18,67
483887,2,85,18,67
483896,1,296,15,281
483896,2,296,15,281
483911,1,25,0,25
483911,2,25,0,25
483920,1,228,165,63
483920,2,228,165,63
483939,1,47,19,28
483939,2,47,19,28
483948,1,48,37,11
483948,2,48,37,11
483957,1,66,15,51
483957,2,66,15,51
483975,1,655,367,288
483975,4,655,367,288
484002,1,947,108,839
484002,2,947,108,839
484011,1,204,48,156
484011,2,204,48,156
484020,1,43,35,8
484020,2,43,35,8
484039,1,315,74,241
484039,2,315,74,241
484048,1,28,25,3
484048,2,28,25,3
484057,1,440,39,401
484057,2,440,39,401
484066,1,747,37,710
484066,2,747,37,710
484075,1,74,64,10
484075,2,74,64,10
484084,1,96,1,95
484084,2,96,1,95
484093,1,177,1,176
484093,2,177,1,176
484109,1,135,5,130
484109,2,135,5,130
484127,1,152,27,125
484127,2,152,27,125
484136,1,57,6,51
484136,2,57,6,51
484163,1,221,50,171
484163,2,221,50,171
484172,1,105,28,77
484172,2,105,28,77
484190,1,50,46,4
484190,2,50,46,4
484206,1,255,6,249
484206,2,255,6,249
484233,1,372,217,155
484233,2,372,217,155
484321,1,122,6,116
484321,2,122,6,116
484330,1,92,5,87
484330,2,92,5,87
484349,1,185,10,175
484349,2,185,10,175
484358,1,202,20,182
484358,2,202,20,182
484367,1,373,38,335
484367,2,373,38,335
484376,1,670,74,596
484376,2,670,74,596
484385,1,249,44,205
484385,2,249,44,205
484394,1,250,39,211
484394,2,250,39,211
484473,1,4525,1886,2639
484473,2,4525,1886,2639
484604,1,705,21,684
484604,2,705,21,684
484613,1,149556,46648,102908
484613,2,110739,36307,74432
484613,4,38817,10341,28476
484631,1,8614,5275,3339
484631,2,6818,4393,2425
484631,4,1796,882,914
484640,1,113,59,54
484640,2,99,52,47
484640,4,14,7,7
484668,1,281,160,121
484668,2,245,140,105
484668,4,36,20,16
484677,1,168,71,97
484677,2,148,62,86
484677,4,20,9,11
484695,1,63,19,44
484695,2,54,16,38
484695,4,9,3,6
484710,1,408,214,194
484710,2,346,191,155
484710,4,62,23,39
484729,1,79,35,44
484729,2,68,32,36
484729,4,11,3,8
484747,1,74,19,55
484747,2,73,19,54
484747,4,1,0,1
484756,1,1082,641,441
484756,2,863,513,350
484756,4,219,128,91
484765,1,146,100,46
484765,2,89,62,27
484765,4,57,38,19
484783,1,64,16,48
484783,2,64,16,48
484826,1,121,0,121
484826,2,121,0,121
484835,1,345,104,241
484835,2,345,104,241
484862,1,254,99,155
484862,2,7,2,5
484862,4,247,97,150
484871,1,123,123,0
484871,2,123,123,0
484899,1,302,12,290
484899,2,302,12,290
484905,1,4512,1462,3050
484905,2,3560,1124,2436
484905,4,952,338,614
484923,1,168,2,166
484923,2,168,2,166
484932,1,2088,818,1270
484932,2,2088,818,1270
484950,1,211,26,185
484950,2,211,26,185
484996,1,156,10,146
484996,2,156,10,146
485014,1,109,4,105
485014,2,109,4,105
485032,1,262,9,253
485032,2,262,9,253
485111,1,16848,6153,10695
485111,2,16848,6153,10695
485120,1,146,4,142
485120,2,146,4,142
485139,1,604,463,141
485139,2,604,463,141
485166,1,177,31,146
485166,2,177,31,146
485236,1,77,1,76
485236,2,77,1,76
485263,1,933,502,431
485263,2,933,502,431
485272,1,1294,166,1128
485272,2,1294,166,1128
485290,1,698,244,454
485290,4,698,244,454
485306,1,57,4,53
485306,2,57,4,53
485342,1,348,150,198
485342,2,348,150,198
485360,1,40,4,36
485360,2,40,4,36
485379,1,294,68,226
485379,2,294,68,226
485388,1,395,54,341
485388,2,395,54,341
485397,1,208,6,202
485397,2,208,6,202
485403,1,34,9,25
485403,4,34,9,25
485412,1,132,27,105
485412,2,132,27,105
485458,1,5371,2052,3319
485458,2,5371,2052,3319
485476,1,121,0,121
485476,2,121,0,121
485485,1,268,34,234
485485,2,268,34,234
485494,1,118,95,23
485494,2,118,95,23
485500,1,156,135,21
485500,2,156,135,21
485519,1,678,473,205
485519,2,678,473,205
485537,1,98,34,64
485537,4,98,34,64
485546,1,723,388,335
485546,2,260,121,139
485546,4,463,267,196
485564,1,282,6,276
485564,2,282,6,276
485573,1,191,24,167
485573,2,191,24,167
485582,1,188,12,176
485582,2,188,12,176
485591,1,37,0,37
485591,2,37,0,37
485607,1,59,4,55
485607,2,59,4,55
485698,1,74,63,11
485698,2,74,63,11
485704,1,23,2,21
485704,2,23,2,21
485731,1,26,1,25
485731,2,26,1,25
485768,1,362,231,131
485768,2,189,128,61
485768,4,173,103,70
485801,1,164,11,153
485801,2,164,11,153
485810,1,22,20,2
485810,2,22,20,2
485856,1,42,11,31
485856,2,42,11,31
485874,1,191,9,182
485874,2,191,9,182
485908,1,233,50,183
485908,2,233,50,183
485926,1,219,6,213
485926,2,219,6,213
485953,1,60,53,7
485953,2,60,53,7
485962,1,47,26,21
485962,2,47,26,21
485999,1,139,139,0
485999,2,139,139,0
486017,1,40,40,0
486017,2,40,40,0
486026,1,116,116,0
486026,2,116,116,0
486053,1,219,167,52
486053,2,127,77,50
486053,4,92,90,2
486080,1,25,19,6
486080,4,25,19,6
486105,1,7,0,7
486105,2,7,0,7
486123,1,53,31,22
486123,2,53,31,22
486141,1,5,0,5
486141,2,5,0,5
486150,1,129,36,93
486150,2,129,36,93
486169,1,125,98,27
486169,2,125,98,27
486196,1,186,186,0
486196,2,186,186,0
486202,1,34,4,30
486202,2,34,4,30
486239,1,461,185,276
486239,2,291,122,169
486239,4,170,63,107
486248,1,195,65,130
486248,2,195,65,130
486257,1,377,171,206
486257,2,377,171,206
486284,1,429,133,296
486284,2,375,104,271
486284,4,54,29,25
486309,1,36,9,27
486309,2,36,9,27
486327,1,25,0,25
486327,2,25,0,25
486345,1,263,254,9
486345,2,263,254,9
486354,1,98,37,61
486354,2,98,37,61
486372,1,51,35,16
486372,2,51,35,16
486381,1,145,17,128
486381,2,145,17,128
486390,1,319,192,127
486390,2,319,192,127
486406,1,33,1,32
486406,2,33,1,32
486415,1,235,22,213
486415,2,235,22,213
486424,1,196,18,178
486424,2,196,18,178
486433,1,154,52,102
486433,4,154,52,102
486442,1,124,8,116
486442,2,124,8,116
486460,1,32,8,24
486460,4,32,8,24
486488,1,63,40,23
486488,2,63,40,23
486497,1,99,80,19
486497,2,99,80,19
486503,1,115,6,109
486503,2,115,6,109
486512,1,132,70,62
486512,2,132,70,62
486521,1,10,1,9
486521,2,10,1,9
486530,1,266,8,258
486530,2,266,8,258
486558,1,426,393,33
486558,2,426,393,33
486567,1,264,16,248
486567,2,264,16,248
486576,1,354,76,278
486576,2,354,76,278
486594,1,83,43,40
486594,2,83,43,40
486619,1,106,0,106
486619,2,106,0,106
486691,1,151,11,140
486691,2,151,11,140
486707,1,294,12,282
486707,2,294,12,282
486716,1,176,5,171
486716,2,176,5,171
486734,1,250,78,172
486734,2,250,78,172
486752,1,141,6,135
486752,2,141,6,135
486770,1,127,29,98
486770,2,127,29,98
486798,1,2341,2158,183
486798,2,2341,2158,183
486813,1,990,190,800
486813,2,990,190,800
486822,1,1324,193,1131
486822,2,1324,193,1131
486840,1,41654,21246,20408
486840,2,37599,19621,17978
486840,4,4055,1625,2430
486859,1,71,5,66
486859,2,71,5,66
486868,1,29,2,27
486868,2,29,2,27
486877,1,21,2,19
486877,2,21,2,19
486886,1,29,1,28
486886,2,29,1,28
486901,1,1374,579,795
486901,2,877,377,500
486901,4,497,202,295
486938,1,493,106,387
486938,2,493,106,387
486947,1,461,62,399
486947,2,461,62,399
486956,1,960,126,834
486956,2,960,126,834
486965,1,290,120,170
486965,2,273,107,166
486965,4,17,13,4
486983,1,78,18,60
486983,2,78,18,60
487010,1,3412,1287,2125
487010,2,360,34,326
487010,4,3052,1253,1799
487047,1,361,16,345
487047,2,361,16,345
487065,1,59,5,54
487065,2,59,5,54
487083,1,57,2,55
487083,2,57,2,55
487092,1,1032,437,595
487092,2,1032,437,595
487153,1,28,6,22
487153,4,28,6,22
487162,1,6062,2046,4016
487162,2,6062,2046,4016
487232,1,75,3,72
487232,2,75,3,72
487296,1,531,239,292
487296,2,484,221,263
487296,4,47,18,29
487302,1,827,236,591
487302,2,827,236,591
487311,1,534,489,45
487311,2,534,489,45
487320,1,14746,10037,4709
487320,2,14746,10037,4709
487348,1,178,13,165
487348,2,178,13,165
487375,1,666,75,591
487375,2,666,75,591
487384,1,1112,335,777
487384,2,1112,335,777
487393,1,1304,526,778
487393,2,1304,526,778
487409,1,1051,398,653
487409,2,1051,398,653
487418,1,1219,426,793
487418,2,1219,426,793
487427,1,943,391,552
487427,2,943,391,552
487436,1,698,211,487
487436,2,698,211,487
487445,1,740,212,528
487445,2,740,212,528
487454,1,866,325,541
487454,2,866,325,541
487472,1,1542,510,1032
487472,2,1542,510,1032
487481,1,591,201,390
487481,2,591,201,390
487490,1,772,296,476
487490,2,772,296,476
487506,1,177,8,169
487506,2,177,8,169
487524,1,4223,1694,2529
487524,2,3245,1354,1891
487524,4,978,340,638
487533,1,151,3,148
487533,2,151,3,148
487588,1,656,30,626
487588,2,656,30,626
487597,1,1381,1314,67
487597,2,1381,1314,67
487603,1,1385,629,756
487603,2,1252,588,664
487603,4,133,41,92
487621,1,25,22,3
487621,2,25,22,3
487649,1,148,46,102
487649,4,148,46,102
487658,1,68,51,17
487658,2,68,51,17
487676,1,294,11,283
487676,2,294,11,283
487746,1,22,22,0
487746,2,22,22,0
487773,1,90,6,84
487773,2,90,6,84
487791,1,913,839,74
487791,2,913,839,74
487807,1,31,18,13
487807,2,31,18,13
487816,1,33,0,33
487816,2,33,0,33
487852,1,41,14,27
487852,2,41,14,27
487861,1,320,45,275
487861,2,320,45,275
487889,1,260,33,227
487889,2,260,33,227
487898,1,30,23,7
487898,2,30,23,7
487904,1,41,27,14
487904,2,41,27,14
487913,1,24,21,3
487913,2,24,21,3
487922,1,80,1,79
487922,2,80,1,79
487959,1,73,0,73
487959,2,73,0,73
487968,1,117,2,115
487968,2,117,2,115
487977,1,1885,61,1824
487977,2,1885,61,1824
487995,1,205,76,129
487995,2,66,21,45
487995,4,139,55,84
488004,1,32,32,0
488004,2,32,32,0
488013,1,157,9,148
488013,2,157,9,148
488022,1,76,54,22
488022,2,76,54,22
488031,1,327,155,172
488031,2,69,26,43
488031,4,258,129,129
488040,1,45,43,2
488040,2,45,43,2
488059,1,68,18,50
488059,2,68,18,50
488068,1,239,28,211
488068,2,207,25,182
488068,4,32,3,29
488077,1,3157,3114,43
488077,2,3157,3114,43
488086,1,62,7,55
488086,2,62,7,55
488101,1,97,97,0
488101,2,97,97,0
488110,1,83,2,81
488110,2,83,2,81
488129,1,34,2,32
488129,2,34,2,32
488138,1,178,9,169
488138,2,178,9,169
488147,1,102,5,97
488147,2,102,5,97
488174,1,40,20,20
488174,2,40,20,20
488183,1,30,3,27
488183,2,30,3,27
488192,1,121,121,0
488192,2,121,121,0
488217,1,157,4,153
488217,2,157,4,153
488226,1,26,11,15
488226,2,26,11,15
488235,1,21,0,21
488235,2,21,0,21
488253,1,142,92,50
488253,2,142,92,50
488262,1,34,21,13
488262,2,34,21,13
488271,1,120,4,116
488271,2,120,4,116
