,UNITID,Grand Total,Grand Total Men ,Grand Total Women 
5704,483638,35,2,33
5705,483647,50,0,50
5706,483665,5,0,5
5707,483708,482,61,421
5708,483717,21,1,20
5709,483726,9,0,9
5710,483735,16,1,15
5711,483744,25,22,3
5712,483753,13,11,2
5713,483780,201,129,72
5714,483799,6,2,4
5715,483814,209,23,186
5716,483823,385,324,61
5717,483841,207,13,194
5718,483850,20,9,11
5719,483869,54,3,51
5720,483878,96,10,86
5721,483887,45,7,38
5722,483896,173,7,166
5723,483911,9,0,9
5724,483920,63,46,17
5725,483939,6,2,4
5726,483948,16,13,3
5727,483957,33,4,29
5728,483975,159,96,63
5729,484002,346,35,311
5730,484011,113,28,85
5731,484020,19,16,3
5732,484039,67,4,63
5733,484048,6,5,1
5734,484057,328,28,300
5735,484066,317,9,308
5736,484075,30,26,4
5737,484084,43,0,43
5738,484093,66,0,66
5739,484109,44,0,44
5740,484127,66,21,45
5741,484136,27,3,24
5742,484163,221,50,171
5743,484172,66,20,46
5744,484190,22,21,1
5745,484206,103,3,100
5746,484233,142,110,32
5747,484321,54,1,53
5748,484330,52,1,51
5749,484349,60,2,58
5750,484358,76,8,68
5751,484367,105,11,94
5752,484376,171,16,155
5753,484385,122,24,98
5754,484394,86,16,70
5755,484473,600,247,353
5756,484604,284,10,274
5757,484613,26172,8884,17288
5758,484631,2533,1441,1092
5759,484640,67,34,33
5760,484668,144,78,66
5761,484677,88,34,54
5762,484695,33,11,22
5763,484710,137,66,71
5764,484729,37,14,23
5765,484747,38,9,29
5766,484756,420,227,193
5767,484765,82,56,26
5768,484783,28,5,23
5769,484826,39,0,39
5770,484835,90,21,69
5771,484862,66,25,41
5772,484871,14,14,0
5773,484899,162,6,156
5774,484905,808,243,565
5775,484923,114,2,112
5776,484932,387,154,233
5777,484950,78,9,69
5778,484996,61,3,58
5779,485014,36,3,33
5780,485032,80,2,78
5781,485111,1899,659,1240
5782,485120,54,4,50
5783,485139,87,68,19
5784,485166,59,13,46
5785,485236,23,0,23
5786,485263,228,119,109
5787,485272,131,18,113
5788,485290,212,76,136
5789,485306,25,1,24
5790,485342,37,21,16
5791,485360,9,0,9
5792,485379,196,47,149
5793,485388,246,30,216
5794,485397,51,2,49
5795,485403,14,3,11
5796,485412,50,3,47
5797,485458,1343,600,743
5798,485476,61,0,61
5799,485485,142,12,130
5800,485494,65,52,13
5801,485500,86,73,13
5802,485519,82,53,29
5803,485537,14,9,5
5804,485546,106,63,43
5805,485564,181,4,177
5806,485573,94,9,85
5807,485582,91,5,86
5808,485591,10,0,10
5809,485607,18,1,17
5810,485698,10,6,4
5811,485704,11,1,10
5812,485731,21,1,20
5813,485768,109,75,34
5814,485801,66,5,61
5815,485810,15,13,2
5816,485856,8,3,5
5817,485874,80,3,77
5818,485908,32,7,25
5819,485926,55,0,55
5820,485953,16,15,1
5821,485962,15,8,7
5822,485999,29,29,0
5823,486017,12,12,0
5824,486053,51,36,15
5825,486080,5,5,0
5826,486105,4,0,4
5827,486123,11,8,3
5828,486141,4,0,4
5829,486150,89,25,64
5830,486169,46,38,8
5831,486196,5,5,0
5832,486202,23,1,22
5833,486239,128,44,84
5834,486248,87,24,63
5835,486257,80,35,45
5836,486284,92,27,65
5837,486309,12,3,9
5838,486327,11,0,11
5839,486345,136,132,4
5840,486354,17,5,12
5841,486372,9,5,4
5842,486381,40,4,36
5843,486390,162,97,65
5844,486406,11,1,10
5845,486415,106,15,91
5846,486424,25,1,24
5847,486433,58,21,37
5848,486442,29,2,27
5849,486460,22,6,16
5850,486488,7,5,2
5851,486497,34,26,8
5852,486503,23,2,21
5853,486512,53,26,27
5854,486530,100,4,96
5855,486558,72,69,3
5856,486567,86,6,80
5857,486576,178,38,140
5858,486594,10,6,4
5859,486619,37,0,37
5860,486691,37,3,34
5861,486707,129,5,124
5862,486716,86,3,83
5863,486734,108,26,82
5864,486752,71,4,67
5865,486770,51,10,41
5866,486798,907,854,53
5867,486813,362,52,310
5868,486822,590,85,505
5869,486840,6692,3172,3520
5870,486859,31,3,28
5871,486868,15,1,14
5872,486877,16,0,16
5873,486886,15,0,15
5874,486901,327,116,211
5875,486938,98,18,80
5876,486947,129,12,117
5877,486956,199,18,181
5878,486965,27,7,20
5879,486983,31,7,24
5880,487010,1056,340,716
5881,487047,137,4,133
5882,487065,24,3,21
5883,487083,24,2,22
5884,487092,462,199,263
5885,487162,1506,628,878
5886,487232,37,2,35
5887,487296,164,63,101
5888,487302,233,65,168
5889,487311,225,207,18
5890,487320,3139,2331,808
5891,487348,95,7,88
5892,487375,35,1,34
5893,487384,422,115,307
5894,487393,450,189,261
5895,487409,391,148,243
5896,487418,368,122,246
5897,487427,309,133,176
5898,487436,195,53,142
5899,487445,254,62,192
5900,487454,250,100,150
5901,487472,506,165,341
5902,487481,182,69,113
5903,487490,195,84,111
5904,487506,86,5,81
5905,487524,823,311,512
5906,487533,57,1,56
5907,487588,244,12,232
5908,487597,452,433,19
5909,487603,201,77,124
5910,487621,4,4,0
5911,487649,10,3,7
5912,487658,3,2,1
5913,487676,77,1,76
5914,487746,7,7,0
5915,487773,81,6,75
5916,487791,409,378,31
5917,487807,7,3,4
5918,487816,12,0,12
5919,487852,20,7,13
5920,487861,75,6,69
5921,487889,226,30,196
5922,487898,10,9,1
5923,487904,22,13,9
5924,487913,13,12,1
5925,487922,32,0,32
5926,487959,26,0,26
5927,487968,16,0,16
5928,487977,783,22,761
5929,487995,25,8,17
5930,488004,6,6,0
5931,488013,64,3,61
5932,488022,15,14,1
5933,488031,39,20,19
5934,488040,18,17,1
5935,488059,40,11,29
5936,488068,27,5,22
5937,488077,823,814,9
5938,488086,41,1,40
5939,488101,29,29,0
5940,488110,25,1,24
5941,488129,3,0,3
5942,488138,135,3,132
5943,488147,27,3,24
5944,488174,10,7,3
5945,488183,12,3,9
5946,488192,45,45,0
5947,488217,65,1,64
5948,488226,7,2,5
5949,488235,7,0,7
5950,488253,99,63,36
5951,488262,26,14,12
5952,488271,94,2,92
5953,488280,98,70,28
5954,488299,18,1,17
5955,488305,69,36,33
5956,488314,4,4,0
5957,488332,7,1,6
5958,488350,7,7,0
5959,488369,29,25,4
5960,488378,23,1,22
5961,488387,120,25,95
5962,488396,30,25,5
5963,488411,55,1,54
5964,488420,71,19,52
5965,488439,38,33,5
5966,488448,47,27,20
5967,488572,59,30,29
5968,488651,75,6,69
5969,488679,4223,1227,2996
5970,488730,374,152,222
5971,488749,83,12,71
5972,488776,43,14,29
5973,488785,23,9,14
5974,488800,316,80,236
5975,488828,9,2,7
5976,488837,567,488,79
5977,488846,291,211,80
5978,488891,115,16,99
5979,488907,5,1,4
5980,488916,15,0,15
5981,488925,141,135,6
5982,488934,1786,914,872
5983,488952,116,4,112
5984,488961,92,2,90
5985,488970,127,13,114
5986,488989,75,2,73
5987,488998,62,11,51
5988,489122,22,3,19
5989,489131,44,4,40
5990,489140,42,2,40
5991,489159,108,3,105
5992,489201,806,306,500
5993,489238,174,20,154
5994,489247,29,12,17
5995,489256,41,41,0
5996,489283,310,72,238
5997,489335,7,3,4
5998,489344,52,2,50
5999,489353,64,8,56
6000,489371,73,69,4
6001,489414,75,30,45
6002,489760,43,42,1
6003,489779,8797,2432,6365
6004,489812,50,2,48
6005,489830,22,0,22
6006,489858,139,50,89
6007,489937,149,101,48
6008,490018,37,26,11
6009,490045,30,17,13
6010,490054,287,138,149
6011,490063,134,68,66
6012,490072,465,425,40
6013,490081,20,14,6
6014,490090,17,10,7
6015,490106,45,22,23
6016,490115,37,33,4
6017,490124,5,3,2
6018,490133,340,183,157
6019,490142,16,5,11
6020,490151,121,7,114
6021,490160,36,9,27
6022,490197,19,5,14
6023,490203,84,3,81
6024,490230,3,2,1
6025,490249,48,46,2
6026,490258,23,19,4
6027,490267,13,9,4
6028,490276,44,44,0
6029,490285,179,163,16
6030,490294,76,16,60
6031,490300,45,5,40
6032,490319,2,2,0
6033,490328,6,6,0
6034,490337,33,8,25
6035,490346,49,0,49
6036,490373,68,34,34
6037,490382,48,10,38
6038,490391,48,2,46
6039,490407,40,0,40
6040,490416,23,21,2
6041,490425,111,2,109
6042,490434,23,0,23
6043,490443,137,1,136
6044,490461,122,8,114
6045,490470,16,3,13
6046,490489,11,10,1
6047,490498,17,8,9
6048,490504,6,6,0
6049,490513,11,11,0
6050,490531,8,7,1
6051,490540,2,0,2
6052,490559,112,6,106
6053,490568,141,6,135
6054,490674,5,0,5
6055,490692,24,24,0
6056,490717,77,8,69
6057,490735,49,4,45
6058,490744,19,16,3
6059,490753,7,2,5
6060,490805,2420,916,1504
6061,490814,122,9,113
6062,490832,103,6,97
6063,490841,101,8,93
6064,490869,72,10,62
6065,490878,202,44,158
6066,490896,243,11,232
6067,490948,11,10,1
6068,490975,114,19,95
6069,491066,23,0,23
6070,491075,41,41,0
6071,491084,104,4,100
6072,491093,7,1,6
6073,491136,48,1,47
6074,491145,53,2,51
6075,491181,59,12,47
6076,491224,14,0,14
6077,491233,10,1,9
6078,491242,26,11,15
6079,491251,76,35,41
6080,491260,15,1,14
6081,491288,103,37,66
6082,491297,5,2,3
6083,491394,17,13,4
6084,491446,75,0,75
6085,491455,117,105,12
6086,491464,89,15,74
6087,491473,176,84,92
6088,491482,44,5,39
6089,491507,51,5,46
6090,491525,8,5,3
6091,491534,7,2,5
6092,491543,82,21,61
6093,491552,8,0,8
6094,491570,8,0,8
6095,491589,9,3,6
6096,491598,12,4,8
6097,491622,15,15,0
6098,491631,45,0,45
6099,491640,23,23,0
6100,491659,21,6,15
6101,491668,126,4,122
6102,491677,15,13,2
6103,491686,17,11,6
6104,491695,11,2,9
6105,491701,43,7,36
6106,491710,21,21,0
6107,491729,23,1,22
6108,491738,52,3,49
6109,491747,22,9,13
6110,491756,68,51,17
6111,491765,1,1,0
6112,491774,38,3,35
6113,491783,12,5,7
6114,491792,36,0,36
6115,491808,8,4,4
6116,491817,102,0,102
6117,491826,23,0,23
6118,491835,60,1,59
6119,491844,12,3,9
6120,491853,12,0,12
6121,491871,3,0,3
6122,491880,41,40,1
6123,491899,68,7,61
6124,491905,28,5,23
6125,491914,33,33,0
6126,491923,141,1,140
6127,491932,31,30,1
6128,491941,43,2,41
6129,491950,374,48,326
6130,491969,5,0,5
6131,491978,10,2,8
6132,491996,23,1,22
6133,492005,12,0,12
6134,492032,11,0,11
6135,492069,9,5,4
6136,492096,6,0,6
6137,492102,17,13,4
6138,492139,93,70,23
6139,492157,649,577,72
6140,492209,1,0,1
6141,492281,15,9,6
6142,492306,328,50,278
6143,492315,112,36,76
6144,492324,390,54,336
6145,492360,13,3,10
6146,492379,26,25,1
6147,492397,22,0,22
6148,492421,23,21,2
6149,492449,256,39,217
6150,492476,22,7,15
6151,492573,1,1,0
6152,492591,17,14,3
6153,492643,87,24,63
6154,492652,8,5,3
6155,492661,90,19,71
6156,492689,274,100,174
6157,492704,16,5,11
6158,492722,97,3,94
6159,492731,61,6,55
6160,492801,435,173,262
6161,492935,16,4,12
6162,492953,25,1,24
6163,492962,685,219,466
6164,493080,126,70,56
6165,493132,8,8,0
6166,493150,38,1,37
6167,493363,8,8,0
6168,493372,14,2,12
6169,493424,48,2,46
6170,493451,51,5,46
6171,493479,9,3,6
6172,493488,4,0,4
6173,493497,1,0,1
6174,493503,32,18,14
6175,493512,20,6,14
6176,493521,6,4,2
6177,493530,28,8,20
6178,493549,57,55,2
6179,493558,20,20,0
6180,493567,43,0,43
6181,493576,5,0,5
6182,493594,8,8,0
6183,493600,17,17,0
6184,493619,72,19,53
6185,493628,40,4,36
6186,493637,9,1,8
6187,493646,180,0,180
6188,493655,7,3,4
6189,493664,23,23,0
6190,493673,6,1,5
6191,493682,67,2,65
6192,493691,13,0,13
6193,493707,12,12,0
6194,493716,29,29,0
6195,493725,163,68,95
6196,493734,19,14,5
6197,493743,102,57,45
6198,493752,24,1,23
6199,493761,40,19,21
6200,493770,13,0,13
6201,493789,2,0,2
6202,493798,125,0,125
6203,493804,27,25,2
6204,493813,39,1,38
6205,493822,11,2,9
6206,493831,9,7,2
6207,493895,105,100,5
6208,494001,7,1,6
6209,494010,8,3,5
6210,494029,1,0,1
6211,494171,29,2,27
6212,494232,25,3,22
6213,494436,133,63,70
6214,494454,137,10,127
6215,494463,143,0,143
6216,494524,17,0,17
6217,494551,23,2,21
6218,494597,82,39,43
6219,494603,534,400,134
6220,494621,34,5,29
6221,494630,14,7,7
6222,494649,8,0,8
6223,494658,47,4,43
6224,494685,31,15,16
6225,494694,25,1,24
6226,494700,50,1,49
6227,494719,12,11,1
6228,494728,26,18,8
6229,494737,12,12,0
6230,494746,264,67,197
6231,494834,33,9,24
6232,494843,317,24,293
6233,494852,283,82,201
6234,494904,204,19,185
