,UNITID,Grand Total,Grand Total Men ,Grand Total Women 
2287,196006,1057,665,392
2288,196015,774,305,469
2289,196024,1033,488,545
2290,196033,624,284,340
2291,196042,2104,1122,982
2292,196051,674,284,390
2293,196060,4630,2087,2543
2294,196079,4815,2434,2381
2295,196088,8056,4281,3775
2296,196097,7759,3671,4088
2297,196103,609,326,283
2298,196112,746,446,300
2299,196121,2163,843,1320
2300,196130,2249,799,1450
2301,196149,1715,738,977
2302,196158,976,373,603
2303,196167,1346,492,854
2304,196176,2190,811,1379
2305,196185,1592,581,1011
2306,196194,2091,987,1104
2307,196200,726,269,457
2308,196219,949,392,557
2309,196228,98,24,74
2310,196237,1105,424,681
2311,196246,1439,584,855
2312,196255,614,206,408
2313,196264,3055,1065,1990
2314,196291,456,391,65
2315,196307,457,173,284
2316,196389,277,59,218
2317,196413,6374,2912,3462
2318,196431,21,21,0
2319,196440,2,2,0
2320,196468,1920,423,1497
2321,196565,628,229,399
2322,196583,17,17,0
2323,196592,3648,1049,2599
2324,196653,387,51,336
2325,196680,6001,3222,2779
2326,196699,415,198,217
2327,196866,514,277,237
2328,196884,68,24,44
2329,197018,335,335,0
2330,197027,200,166,34
2331,197036,1030,797,233
2332,197045,1751,674,1077
2333,197133,627,260,367
2334,197142,122,31,91
2335,197151,1192,379,813
2336,197197,614,219,395
2337,197221,21,15,6
2338,197230,109,39,70
2339,197285,261,85,176
2340,197294,1655,745,910
2341,197337,43,1,42
2342,197531,350,172,178
2343,197601,23,23,0
2344,197647,12,12,0
2345,197674,28,28,0
2346,197692,5,5,0
2347,197708,1369,587,782
2348,197735,107,107,0
2349,197744,50,50,0
2350,197814,515,196,319
2351,197850,484,178,306
2352,197869,4758,1921,2837
2353,197887,1609,718,891
2354,197911,244,75,169
2355,197966,353,132,221
2356,197984,292,138,154
2357,197993,56,0,56
2358,198011,265,95,170
2359,198039,533,254,279
2360,198066,107,52,55
2361,198084,326,127,199
2362,198109,171,13,158
2363,198118,716,289,427
2364,198136,1625,737,888
2365,198154,1804,847,957
2366,198190,22,17,5
2367,198206,306,96,210
2368,198215,288,138,150
2369,198233,886,388,498
2370,198251,1082,475,607
2371,198260,2882,1359,1523
2372,198303,268,100,168
2373,198321,679,281,398
2374,198330,1047,447,600
2375,198367,617,254,363
2376,198376,1307,514,793
2377,198385,477,240,237
2378,198419,5763,2869,2894
2379,198455,964,373,591
2380,198464,6634,2528,4106
2381,198491,866,215,651
2382,198507,240,99,141
2383,198516,1683,674,1009
2384,198534,2624,1282,1342
2385,198543,1204,343,861
2386,198552,1493,587,906
2387,198561,1157,328,829
2388,198570,1279,500,779
2389,198598,199,71,128
2390,198613,292,130,162
2391,198622,2261,1052,1209
2392,198640,310,173,137
2393,198668,543,266,277
2394,198677,5,3,2
2395,198695,1155,439,716
2396,198710,693,274,419
2397,198729,226,88,138
2398,198756,262,78,184
2399,198774,818,386,432
2400,198808,229,63,166
2401,198817,737,293,444
2402,198835,557,184,373
2403,198844,144,1,143
2404,198862,148,73,75
2405,198871,90,56,34
2406,198899,239,99,140
2407,198905,212,72,140
2408,198914,250,133,117
2409,198923,260,100,160
2410,198950,576,25,551
2411,198969,470,204,266
2412,198978,444,47,397
2413,198987,784,319,465
2414,199005,3,0,3
2415,199023,280,154,126
2416,199032,178,61,117
2417,199069,868,298,570
2418,199078,63,8,55
2419,199087,571,251,320
2420,199102,2132,879,1253
2421,199111,810,351,459
2422,199120,8177,3547,4630
2423,199139,7605,3629,3976
2424,199148,4444,1369,3075
2425,199157,1704,532,1172
2426,199184,247,126,121
2427,199193,9046,4817,4229
2428,199209,501,195,306
2429,199218,4555,1522,3033
2430,199263,226,179,47
2431,199272,213,97,116
2432,199281,1225,415,810
2433,199306,316,105,211
2434,199324,251,129,122
2435,199333,1366,454,912
2436,199412,753,207,546
2437,199421,585,191,394
2438,199449,635,250,385
2439,199458,35,18,17
2440,199467,105,42,63
2441,199476,418,195,223
2442,199485,362,140,222
2443,199494,1615,595,1020
2444,199582,92,47,45
2445,199607,220,13,207
2446,199625,314,100,214
2447,199634,742,236,506
2448,199643,197,77,120
2449,199670,29,12,17
2450,199689,76,3,73
2451,199698,105,38,67
2452,199722,329,154,175
2453,199731,564,192,372
2454,199740,574,240,334
2455,199759,497,387,110
2456,199768,558,200,358
2457,199786,729,270,459
2458,199795,172,55,117
2459,199838,575,188,387
2460,199847,2475,1067,1408
2461,199856,4933,2312,2621
2462,199865,143,54,89
2463,199883,54,6,48
2464,199892,1089,521,568
2465,199908,415,161,254
2466,199926,702,374,328
2467,199953,401,124,277
2468,199962,822,318,504
2469,199971,7,4,3
2470,199980,60,50,10
2471,199999,1174,271,903
2472,200004,2691,1024,1667
2473,200013,311,34,277
2474,200022,959,602,357
2475,200059,270,97,173
2476,200086,16,4,12
2477,200110,39,1,38
2478,200156,159,76,83
2479,200192,271,127,144
2480,200208,25,10,15
2481,200217,942,314,628
2482,200226,207,67,140
2483,200253,688,247,441
2484,200262,6,6,0
2485,200280,3258,1435,1823
2486,200305,588,367,221
2487,200314,139,56,83
2488,200332,3066,1586,1480
2489,200341,188,61,127
2490,200387,18,0,18
2491,200466,69,21,48
2492,200484,47,31,16
2493,200527,174,89,85
2494,200554,107,39,68
2495,200572,333,114,219
2496,200590,102,35,67
2497,200697,410,346,64
2498,200785,150,24,126
2499,200800,4291,2144,2147
2500,200846,95,41,54
2501,200873,8,3,5
2502,201016,45,2,43
2503,201034,597,267,330
2504,201061,46,12,34
2505,201098,58,18,40
2506,201104,1614,742,872
2507,201131,90,30,60
2508,201140,39,31,8
2509,201159,191,142,49
2510,201177,96,9,87
2511,201195,1053,442,611
2512,201283,235,65,170
2513,201371,204,92,112
2514,201432,202,55,147
2515,201441,4096,1613,2483
2516,201469,247,27,220
2517,201478,126,31,95
2518,201496,210,130,80
2519,201539,105,7,98
2520,201548,846,334,512
2521,201645,3375,1564,1811
2522,201654,833,387,446
2523,201672,602,164,438
2524,201681,34,2,32
2525,201690,185,69,116
2526,201751,31,7,24
2527,201803,61,7,54
2528,201821,316,24,292
2529,201858,110,63,47
2530,201867,68,22,46
2531,201885,10054,4416,5638
2532,201928,1568,735,833
2533,201946,593,242,351
2534,201955,801,311,490
2535,201964,813,288,525
2536,201973,1147,383,764
2537,201982,22,1,21
2538,202046,118,46,72
2539,202073,119,45,74
2540,202134,4100,1725,2375
2541,202152,129,32,97
2542,202161,189,44,145
2543,202170,238,77,161
2544,202222,5142,2241,2901
2545,202356,3627,1471,2156
2546,202435,29,1,28
2547,202453,21,15,6
2548,202480,2886,1486,1400
2549,202514,146,75,71
2550,202523,529,237,292
2551,202648,535,228,307
2552,202657,283,125,158
2553,202763,1064,372,692
2554,202806,1901,849,1052
2555,202888,68,8,60
2556,202903,39,18,21
2557,202912,123,14,109
2558,202949,266,195,71
2559,202985,49,4,45
2560,203030,81,10,71
2561,203067,104,40,64
2562,203085,260,131,129
2563,203128,211,90,121
2564,203146,332,314,18
2565,203155,610,329,281
2566,203234,117,4,113
2567,203289,23,20,3
2568,203331,1017,368,649
2569,203368,939,428,511
2570,203386,957,63,894
2571,203438,98,0,98
2572,203447,358,124,234
2573,203456,117,26,91
2574,203465,1022,374,648
2575,203474,245,111,134
2576,203483,336,131,205
2577,203492,186,39,147
2578,203517,7201,2637,4564
2579,203526,239,86,153
2580,203535,434,193,241
2581,203544,269,39,230
2582,203580,209,92,117
2583,203599,1093,430,663
2584,203614,274,63,211
2585,203678,440,136,304
2586,203720,93,17,76
2587,203739,87,13,74
2588,203748,1776,613,1163
2589,203757,252,86,166
2590,203775,368,116,252
2591,203845,231,130,101
2592,203881,381,129,252
2593,203942,36,20,16
2594,203960,439,69,370
2595,203997,44,19,25
2596,204006,367,175,192
2597,204015,230,113,117
2598,204024,5024,2204,2820
2599,204121,20,0,20
2600,204158,179,54,125
2601,204176,413,40,373
2602,204185,510,237,273
2603,204194,514,182,332
2604,204200,538,156,382
2605,204255,368,154,214
2606,204264,424,172,252
2607,204334,71,1,70
2608,204422,505,191,314
2609,204431,13,2,11
2610,204440,321,143,178
2611,204459,67,19,48
2612,204468,320,144,176
2613,204477,234,117,117
2614,204486,1106,910,196
2615,204501,681,293,388
2616,204608,411,390,21
2617,204617,456,187,269
2618,204635,608,303,305
2619,204662,221,127,94
2620,204671,201,70,131
2621,204680,148,44,104
2622,204699,216,81,135
2623,204705,677,292,385
2624,204714,42,0,42
2625,204723,115,104,11
2626,204769,134,3,131
2627,204778,43,0,43
2628,204796,15309,7380,7929
2629,204802,9,3,6
2630,204820,118,47,71
2631,204839,144,50,94
2632,204848,66,36,30
2633,204857,9398,3458,5940
2634,204866,86,20,66
2635,204884,96,3,93
2636,204893,25,6,19
2637,204909,299,138,161
2638,204936,668,229,439
2639,204945,1380,575,805
2640,204963,14,1,13
2641,204981,138,34,104
2642,204990,46,24,22
2643,205027,33,33,0
2644,205054,233,20,213
2645,205090,16,0,16
2646,205124,7,7,0
2647,205142,52,20,32
2648,205179,221,58,163
2649,205203,377,123,254
2650,205391,80,19,61
2651,205443,680,278,402
2652,205470,5352,2519,2833
2653,205559,40,7,33
2654,205841,1562,753,809
2655,205887,304,50,254
2656,205957,648,260,388
2657,205966,312,94,218
2658,206011,328,181,147
2659,206039,23,0,23
2660,206048,831,419,412
2661,206084,4497,2099,2398
2662,206154,8,4,4
2663,206172,78,12,66
2664,206181,134,41,93
2665,206279,492,245,247
2666,206288,82,44,38
2667,206321,49,21,28
2668,206349,347,36,311
2669,206394,10,0,10
2670,206437,642,211,431
2671,206446,317,103,214
2672,206491,63,18,45
2673,206507,292,134,158
2674,206516,18,10,8
2675,206525,373,157,216
2676,206589,450,204,246
2677,206604,3615,1648,1967
2678,206613,173,79,94
2679,206622,1890,735,1155
2680,206695,2220,1032,1188
2681,206817,64,37,27
2682,206835,318,103,215
2683,206862,773,375,398
2684,206905,75,36,39
2685,206914,703,292,411
2686,206923,432,122,310
2687,206932,168,18,150
2688,206941,3085,1136,1949
2689,206996,440,107,333
2690,207041,872,302,570
2691,207050,230,85,145
2692,207069,217,73,144
2693,207087,17,0,17
2694,207102,55,8,47
2695,207157,50,27,23
2696,207209,260,86,174
2697,207236,420,144,276
2698,207254,458,417,41
2699,207263,1760,610,1150
2700,207272,17,1,16
2701,207281,778,283,495
2702,207290,384,137,247
2703,207306,394,136,258
2704,207315,314,151,163
2705,207324,553,318,235
2706,207342,1149,319,830
2707,207351,295,107,188
2708,207388,5807,2804,3003
2709,207397,881,302,579
2710,207403,425,178,247
2711,207449,1776,705,1071
2712,207458,932,315,617
2713,207500,6769,3325,3444
2714,207564,662,473,189
2715,207582,679,265,414
2716,207661,573,205,368
2717,207670,803,241,562
2718,207704,60,0,60
2719,207722,152,46,106
2720,207740,311,100,211
2721,207786,19,1,18
2722,207847,972,448,524
2723,207856,152,74,78
2724,207865,1286,426,860
2725,207935,2500,916,1584
2726,207962,537,480,57
2727,207971,1093,630,463
2728,208017,9,0,9
2729,208035,316,91,225
2730,208044,14,5,9
2731,208053,146,56,90
2732,208187,62,4,58
2733,208275,274,99,175
2734,208318,873,375,498
2735,208390,1549,657,892
2736,208406,882,392,490
2737,208415,135,57,78
2738,208433,32,1,31
2739,208479,409,56,353
2740,208488,2283,476,1807
2741,208512,135,28,107
2742,208637,163,53,110
2743,208646,686,252,434
2744,208725,14,5,9
2745,208822,1137,429,708
2746,208859,27,4,23
2747,209038,1227,537,690
2748,209056,948,334,614
2749,209065,307,125,182
2750,209074,729,302,427
2751,209083,36,8,28
2752,209153,24,6,18
2753,209205,48,3,45
2754,209241,43,42,1
2755,209250,1426,574,852
2756,209287,178,85,93
2757,209296,188,41,147
2758,209409,248,81,167
2759,209490,1063,311,752
2760,209506,764,422,342
2761,209542,7284,3797,3487
2762,209551,5978,2694,3284
2763,209603,100,28,72
2764,209612,1278,399,879
2765,209667,27,2,25
2766,209676,62,5,57
2767,209694,23,5,18
2768,209700,106,17,89
2769,209719,32,2,30
2770,209746,4399,1976,2423
2771,209807,6493,2738,3755
2772,209825,1118,426,692
2773,209922,348,137,211
2774,209940,1084,412,672
2775,210076,539,122,417
2776,210146,1174,444,730
2777,210155,460,198,262
2778,210234,363,171,192
2779,210270,829,341,488
2780,210304,81,28,53
2781,210331,265,90,175
2782,210340,28,1,27
2783,210368,146,89,57
2784,210401,643,301,342
2785,210429,1295,490,805
2786,210438,405,175,230
2787,210474,44,16,28
2788,210492,66,27,39
2789,210508,6,4,2
2790,210571,407,153,254
2791,210599,447,307,140
2792,210605,2376,1052,1324
2793,210669,382,179,203
2794,210711,30,3,27
2795,210739,869,309,560
2796,210748,49,0,49
2797,210775,685,191,494
2798,210784,103,2,101
2799,210809,2962,2223,739
2800,211006,114,111,3
2801,211024,203,102,101
2802,211079,309,135,174
2803,211088,1105,326,779
2804,211130,59,34,25
2805,211149,88,18,70
2806,211158,2153,820,1333
2807,211273,495,40,455
2808,211291,882,425,457
2809,211307,1025,428,597
2810,211316,50,0,50
2811,211334,37,1,36
2812,211343,530,206,324
2813,211352,505,166,339
2814,211361,2355,898,1457
2815,211431,559,82,477
2816,211440,4837,2875,1962
2817,211468,404,58,346
2818,211477,323,105,218
2819,211556,739,147,592
2820,211583,497,126,371
2821,211608,117,44,73
2822,211635,77,3,74
2823,211644,1391,404,987
2824,211802,94,25,69
2825,211893,45,25,20
2826,211927,1439,653,786
2827,211981,555,210,345
2828,212009,597,235,362
2829,212018,56,34,22
2830,212045,168,47,121
2831,212054,6449,2662,3787
2832,212106,2390,809,1581
2833,212115,1453,568,885
2834,212133,796,255,541
2835,212160,1358,468,890
2836,212197,620,217,403
2837,212230,30,2,28
2838,212267,45,3,42
2839,212276,41,1,40
2840,212294,43,2,41
2841,212300,40,0,40
2842,212328,53,3,50
2843,212337,58,2,56
2844,212355,83,2,81
2845,212382,69,0,69
2846,212391,63,1,62
2847,212434,102,94,8
2848,212443,20,13,7
2849,212452,16,10,6
2850,212568,92,8,84
2851,212577,542,250,292
2852,212601,958,363,595
2853,212656,424,210,214
2854,212674,611,281,330
2855,212753,68,4,64
2856,212771,111,14,97
2857,212805,506,248,258
2858,212832,879,217,662
2859,212869,379,61,318
2860,212878,2320,825,1495
2861,212911,321,167,154
2862,212975,143,107,36
2863,212984,923,210,713
2864,212993,29,18,11
2865,213011,584,131,453
2866,213020,2932,1266,1666
2867,213163,21,4,17
2868,213181,242,21,221
2869,213215,244,3,241
2870,213233,164,137,27
2871,213251,324,139,185
2872,213303,296,101,195
2873,213321,565,241,324
2874,213330,14,0,14
2875,213349,1842,774,1068
2876,213358,395,165,230
2877,213367,1274,452,822
2878,213376,430,225,205
2879,213385,615,284,331
2880,213400,445,212,233
2881,213446,35,16,19
2882,213455,130,0,130
2883,213473,60,11,49
2884,213491,33,1,32
2885,213507,481,208,273
2886,213525,856,275,581
2887,213534,335,153,182
2888,213543,1788,985,803
2889,213552,35,5,30
2890,213570,311,51,260
2891,213589,95,89,6
2892,213598,443,123,320
2893,213613,861,308,553
2894,213622,40,7,33
2895,213631,48,18,30
2896,213659,675,247,428
2897,213668,255,114,141
2898,213774,110,16,94
2899,213783,409,151,258
2900,213826,866,222,644
2901,213914,172,15,157
2902,213932,68,8,60
2903,213987,687,255,432
2904,213996,834,290,544
2905,214023,9,8,1
2906,214041,1703,671,1032
2907,214069,717,190,527
2908,214111,1409,563,846
2909,214148,101,3,98
2910,214157,654,252,402
2911,214166,351,94,257
2912,214175,569,207,362
2913,214272,636,222,414
2914,214290,381,366,15
2915,214379,1377,550,827
2916,214476,21,18,3
2917,214528,315,290,25
2918,214564,389,77,312
2919,214582,143,35,108
2920,214591,879,571,308
2921,214607,149,90,59
2922,214616,228,94,134
2923,214625,110,58,52
2924,214634,87,25,62
2925,214643,87,53,34
2926,214652,158,71,87
2927,214670,96,38,58
2928,214689,315,158,157
2929,214698,69,29,40
2930,214704,442,214,228
2931,214713,997,576,421
2932,214731,195,95,100
2933,214740,98,58,40
2934,214759,119,37,82
2935,214768,111,48,63
2936,214777,12099,6361,5738
2937,214786,80,54,26
2938,214795,141,58,83
2939,214801,696,256,440
2940,214810,103,39,64
2941,214829,113,58,55
2942,214883,318,78,240
2943,214892,260,135,125
2944,214944,259,190,69
2945,214971,83,31,52
2946,215008,37,36,1
2947,215044,67,8,59
2948,215053,48,16,32
2949,215062,7792,3540,4252
2950,215105,463,162,301
2951,215114,241,105,136
2952,215123,770,277,493
2953,215132,694,238,456
2954,215239,1905,655,1250
2955,215266,235,102,133
2956,215275,240,109,131
2957,215284,492,276,216
2958,215293,7820,3526,4294
2959,215309,54,14,40
2960,215336,23,0,23
2961,215381,629,576,53
2962,215390,85,43,42
2963,215415,644,367,277
2964,215424,45,25,20
2965,215442,1078,432,646
2966,215479,52,7,45
2967,215530,50,2,48
2968,215585,487,191,296
2969,215594,168,33,135
2970,215619,5,2,3
2971,215628,14,13,1
2972,215637,89,33,56
2973,215655,1316,687,629
2974,215682,255,243,12
2975,215691,263,70,193
2976,215743,728,215,513
2977,215770,2196,878,1318
2978,215798,477,247,230
2979,215813,9,9,0
2980,215886,68,26,42
2981,215929,1468,588,880
2982,215947,478,181,297
2983,215974,115,16,99
2984,215983,38,5,33
2985,215992,125,32,93
2986,216010,1545,714,831
2987,216038,2226,845,1381
2988,216047,63,53,10
2989,216074,111,3,108
2990,216083,176,70,106
2991,216162,130,19,111
2992,216223,32,2,30
2993,216278,521,212,309
2994,216287,395,190,205
2995,216296,377,345,32
2996,216311,17,17,0
2997,216339,9647,4436,5211
2998,216348,3,3,0
2999,216357,145,84,61
3000,216366,2730,817,1913
3001,216418,131,51,80
3002,216427,20,19,1
3003,216436,83,73,10
3004,216445,66,58,8
3005,216454,79,74,5
3006,216463,45,37,8
3007,216524,320,146,174
3008,216542,180,86,94
3009,216551,67,64,3
3010,216579,65,0,65
3011,216597,3355,1509,1846
3012,216630,44,3,41
3013,216667,310,165,145
3014,216694,439,173,266
3015,216746,58,52,6
3016,216764,4333,1633,2700
3017,216773,44,2,42
3018,216782,109,6,103
3019,216807,254,97,157
3020,216816,119,79,40
3021,216825,678,212,466
3022,216852,1624,565,1059
3023,216931,1657,492,1165
3024,216940,72,72,0
3025,217013,223,35,188
3026,217040,2,2,0
3027,217059,943,405,538
3028,217077,397,165,232
3029,217156,2855,1368,1487
3030,217165,1032,586,446
3031,217235,2425,926,1499
3032,217305,1104,698,406
3033,217323,427,411,16
3034,217402,1225,504,721
3035,217420,1647,489,1158
3036,217475,2211,822,1389
3037,217484,4156,1686,2470
3038,217493,693,235,458
3039,217518,1135,488,647
3040,217536,801,234,567
3041,217581,59,0,59
3042,217606,46,29,17
3043,217615,413,168,245
3044,217624,61,23,38
3045,217633,834,276,558
3046,217688,774,276,498
3047,217712,233,78,155
3048,217721,287,121,166
3049,217749,607,264,343
3050,217776,434,161,273
3051,217794,48,3,45
3052,217819,2367,770,1597
3053,217828,26,0,26
3054,217837,169,44,125
3055,217864,942,681,261
3056,217873,381,108,273
3057,217882,6455,3252,3203
3058,217891,21,9,12
3059,217907,282,100,182
3060,217925,335,173,162
3061,217934,524,150,374
3062,217961,279,15,264
3063,217989,103,37,66
3064,217998,112,63,49
3065,218025,640,282,358
3066,218043,24,3,21
3067,218061,677,181,496
3068,218070,680,270,410
3069,218113,1895,781,1114
3070,218140,1430,512,918
3071,218159,49,1,48
3072,218195,29,4,25
3073,218229,545,173,372
3074,218238,513,205,308
3075,218335,993,333,660
3076,218353,1806,642,1164
3077,218399,99,36,63
3078,218414,231,115,116
3079,218441,588,285,303
3080,218487,481,171,310
3081,218520,967,372,595
3082,218539,270,122,148
3083,218645,570,178,392
3084,218654,352,113,239
3085,218663,8801,3761,5040
3086,218672,135,38,97
3087,218681,132,44,88
3088,218690,122,46,76
3089,218706,74,33,41
3090,218724,2189,924,1265
3091,218733,466,184,282
3092,218742,1296,405,891
3093,218751,97,41,56
3094,218821,198,102,96
3095,218830,657,307,350
3096,218858,565,195,370
3097,218867,7,1,6
3098,218885,1838,866,972
3099,218894,1788,654,1134
3100,218919,79,25,54
3101,218955,101,26,75
3102,218964,1322,355,967
3103,218973,379,171,208
3104,218991,886,380,506
3105,219000,492,153,339
3106,219037,35,0,35
3107,219046,584,202,382
3108,219082,440,270,170
3109,219091,208,80,128
3110,219125,44,1,43
3111,219143,816,454,362
3112,219170,10,2,8
3113,219189,468,334,134
3114,219198,179,74,105
3115,219204,649,231,418
3116,219213,26,2,24
3117,219240,42,27,15
3118,219259,367,138,229
3119,219277,151,47,104
3120,219295,168,42,126
3121,219338,5,0,5
3122,219347,589,446,143
3123,219356,2565,1116,1449
3124,219374,72,29,43
3125,219383,419,159,260
3126,219392,12,4,8
3127,219408,29,13,16
3128,219426,785,382,403
3129,219453,80,2,78
3130,219471,2132,808,1324
3131,219480,339,151,188
3132,219505,19,12,7
3133,219587,25,1,24
3134,219596,157,83,74
3135,219602,2296,800,1496
3136,219639,240,25,215
3137,219709,2003,715,1288
3138,219718,998,441,557
3139,219790,287,124,163
3140,219806,799,307,492
3141,219824,1339,513,826
3142,219833,423,181,242
3143,219842,81,59,22
3144,219851,24,0,24
3145,219879,525,255,270
3146,219888,922,365,557
3147,219903,799,64,735
3148,219921,155,97,58
3149,219949,652,257,395
3150,219976,1465,523,942
3151,219994,403,196,207
3152,220002,42,10,32
3153,220057,410,129,281
3154,220075,3507,1323,2184
3155,220118,127,21,106
3156,220127,334,161,173
3157,220163,21,0,21
3158,220181,98,16,82
3159,220206,52,21,31
3160,220215,410,165,245
3161,220251,159,98,61
3162,220279,191,99,92
3163,220321,282,170,112
3164,220394,125,53,72
3165,220400,656,205,451
3166,220464,51,21,30
3167,220473,300,152,148
3168,220491,124,4,120
3169,220516,756,240,516
3170,220552,767,193,574
3171,220598,176,82,94
3172,220604,139,36,103
3173,220613,1011,338,673
3174,220631,1592,523,1069
3175,220640,260,133,127
3176,220701,162,56,106
3177,220710,247,99,148
3178,220756,117,89,28
3179,220765,135,25,110
3180,220792,219,84,135
3181,220808,67,23,44
3182,220853,503,335,168
3183,220862,4231,1609,2622
3184,220871,39,22,17
3185,220978,4860,2170,2690
3186,220996,70,36,34
3187,221050,477,339,138
3188,221096,1159,460,699
3189,221102,317,187,130
3190,221148,801,763,38
3191,221157,61,4,57
3192,221184,1140,471,669
3193,221236,211,120,91
3194,221281,193,68,125
3195,221333,285,217,68
3196,221351,510,235,275
3197,221388,117,26,91
3198,221397,1098,392,706
3199,221430,169,111,58
3200,221485,1044,396,648
3201,221494,214,155,59
3202,221519,436,199,237
3203,221582,147,78,69
3204,221591,191,130,61
3205,221607,92,65,27
3206,221616,340,210,130
3207,221625,509,287,222
3208,221634,118,54,64
3209,221643,1884,896,988
3210,221661,773,254,519
3211,221670,132,39,93
3212,221731,272,80,192
3213,221740,2520,1076,1444
3214,221759,6944,3277,3667
3215,221768,1255,511,744
3216,221829,173,3,170
3217,221838,1588,593,995
3218,221847,2364,1154,1210
3219,221892,1046,342,704
3220,221908,1219,624,595
3221,221953,543,206,337
3222,221971,1013,310,703
3223,221999,3785,1686,2099
3224,222053,1430,560,870
3225,222062,1160,507,653
3226,222105,99,97,2
3227,222178,1217,438,779
3228,222567,1105,456,649
3229,222576,2059,911,1148
3230,222628,428,151,277
3231,222822,633,234,399
3232,222831,1678,666,1012
3233,222877,44,25,19
3234,222886,218,15,203
3235,222938,222,98,124
3236,222983,289,132,157
3237,222992,4627,2071,2556
3238,223001,41,20,21
3239,223056,35,3,32
3240,223083,386,60,326
3241,223117,19,15,4
3242,223223,361,153,208
3243,223232,4416,1833,2583
3244,223320,769,320,449
3245,223427,1588,628,960
3246,223463,402,98,304
3247,223472,99,9,90
3248,223506,982,585,397
3249,223524,1399,650,749
3250,223773,1438,522,916
3251,223816,3539,1961,1578
3252,223852,20,0,20
3253,223898,578,223,355
3254,223922,325,120,205
3255,224004,693,226,467
3256,224110,1136,441,695
3257,224147,2457,942,1515
3258,224156,203,8,195
3259,224226,1291,478,813
3260,224244,36,19,17
3261,224271,90,35,55
3262,224305,413,244,169
3263,224323,835,450,385
3264,224350,1591,726,865
3265,224527,334,159,175
3266,224545,524,210,314
3267,224554,3322,1174,2148
3268,224572,1897,916,981
3269,224615,1601,597,1004
3270,224642,3955,1591,2364
3271,224660,227,109,118
3272,224679,533,451,82
3273,224712,41,15,26
3274,224758,18,0,18
3275,224776,146,73,73
3276,224828,39,1,38
3277,224891,189,84,105
3278,224961,628,304,324
3279,225070,869,344,525
3280,225201,308,238,70
3281,225247,515,237,278
3282,225308,1582,850,732
3283,225371,618,270,348
3284,225399,842,255,587
3285,225414,2417,843,1574
3286,225423,6729,2707,4022
3287,225432,3602,1305,2297
3288,225502,986,335,651
3289,225511,10288,4834,5454
3290,225520,690,234,456
3291,225548,214,110,104
3292,225575,214,71,143
3293,225627,2404,1037,1367
3294,225779,11,7,4
3295,225788,26,8,18
3296,225876,95,43,52
3297,225885,92,40,52
3298,225991,56,33,23
3299,226019,1145,518,627
3300,226091,4688,1484,3204
3301,226107,609,211,398
3302,226116,341,142,199
3303,226125,71,5,66
3304,226134,1668,767,901
3305,226152,1500,547,953
3306,226204,1946,1279,667
3307,226231,563,262,301
3308,226277,495,479,16
3309,226383,471,162,309
3310,226408,795,318,477
3311,226471,819,248,571
3312,226578,1569,476,1093
3313,226587,150,67,83
3314,226675,166,18,148
3315,226806,559,225,334
3316,226833,1474,521,953
3317,226860,25,2,23
3318,226879,47,4,43
3319,226903,433,274,159
3320,226930,1489,674,815
3321,227058,72,1,71
3322,227146,1444,576,868
3323,227155,13,1,12
3324,227182,9120,3510,5610
3325,227191,1661,805,856
3326,227216,9772,4178,5594
3327,227225,652,198,454
3328,227289,23,15,8
3329,227298,146,136,10
3330,227304,1145,387,758
3331,227313,178,6,172
3332,227322,200,5,195
3333,227331,916,209,707
3334,227368,5783,2202,3581
3335,227377,745,364,381
3336,227386,666,216,450
3337,227401,934,489,445
3338,227429,62,27,35
3339,227526,1536,561,975
3340,227687,372,155,217
3341,227748,135,123,12
3342,227757,2086,1226,860
3343,227766,2308,984,1324
3344,227845,1159,438,721
3345,227854,1639,778,861
3346,227863,807,239,568
3347,227881,5160,1844,3316
3348,227924,3194,1230,1964
3349,227979,5869,2435,3434
3350,228042,344,125,219
3351,228088,9,1,8
3352,228149,865,392,473
3353,228158,1173,561,612
3354,228185,23,17,6
3355,228194,265,151,114
3356,228200,344,150,194
3357,228219,333,60,273
3358,228246,3678,1935,1743
3359,228282,39,3,36
3360,228316,1179,522,657
3361,228325,421,188,233
3362,228343,330,131,199
3363,228431,2830,885,1945
3364,228459,8791,3489,5302
3365,228468,130,45,85
3366,228486,27,11,16
3367,228501,579,227,352
3368,228529,3090,1213,1877
3369,228547,7160,2943,4217
3370,228608,753,237,516
3371,228635,613,281,332
3372,228644,1350,615,735
3373,228653,1266,326,940
3374,228699,815,341,474
3375,228705,1788,948,840
3376,228723,17645,8826,8819
3377,228769,13269,4518,8751
3378,228778,13830,6594,7236
3379,228787,7890,4312,3578
3380,228796,5158,2195,2963
3381,228802,2970,1166,1804
3382,228866,49,22,27
3383,228875,2827,1090,1737
3384,228884,111,59,52
3385,228909,792,353,439
3386,228981,277,121,156
3387,229018,1257,472,785
3388,229027,6882,3212,3670
3389,229063,1721,792,929
3390,229115,8255,4155,4100
3391,229160,583,216,367
3392,229179,3755,367,3388
3393,229267,604,270,334
3394,229300,1783,482,1301
3395,229337,2382,554,1828
3396,229355,2414,875,1539
3397,229416,678,654,24
3398,229425,102,2,100
3399,229504,754,260,494
3400,229522,13,0,13
3401,229540,600,240,360
3402,229656,172,5,167
3403,229780,1354,651,703
3404,229799,965,312,653
3405,229814,2562,1027,1535
3406,229832,346,222,124
